max_depth,min_samples_split,criterion,threshold,training_size,gap,mean,std
5,2,mse,173.89499999999998,0.1,4396.85,0.6905546440877118,0.10576708721236791
5,2,mse,173.89499999999998,0.1,620.1035072337962,0.6728364659061349,0.12001897986710731
5,2,mse,173.89499999999998,0.1,310.0517536168981,0.6913688799018022,0.08101614035538506
5,2,mse,173.89499999999998,0.1,155.02587680844906,0.7163020156441079,0.07342819305014457
5,2,mse,214.959,0.1,4396.85,0.6384814732300247,0.09019489457648001
5,2,mse,214.959,0.1,620.1035072337962,0.6895823698527237,0.05273455739588439
5,2,mse,214.959,0.1,310.0517536168981,0.7083671339805264,0.04349365877909
5,2,mse,214.959,0.1,155.02587680844906,0.7380119638012423,0.0531994960680893
5,2,mse,312.56100000000004,0.1,4396.85,0.7101735710400835,0.059111535428986305
5,2,mse,312.56100000000004,0.1,620.1035072337962,0.7760623383596224,0.052438221265373494
5,2,mse,312.56100000000004,0.1,310.0517536168981,0.8376223757759632,0.03521385162541557
5,2,mse,312.56100000000004,0.1,155.02587680844906,0.838766423443724,0.0475227300616677
5,2,mse,515.107,0.1,4396.85,0.9553007420452182,0.016654091269210063
5,2,mse,515.107,0.1,620.1035072337962,0.9602686609666431,0.008537194619968495
5,2,mse,515.107,0.1,310.0517536168981,0.9609305964013982,0.006732442359261673
5,2,mse,515.107,0.1,155.02587680844906,0.9598350006600661,0.01399104706447234
5,2,mse,1896.885,0.1,4396.85,0.9516532205291929,0.021028578257714512
5,2,mse,1896.885,0.1,620.1035072337962,0.961525659790877,0.020188397177738984
5,2,mse,1896.885,0.1,310.0517536168981,0.9607786191835522,0.023413943872076085
5,2,mse,1896.885,0.1,155.02587680844906,0.9415985169313676,0.02388697328243162
5,2,mse,173.89499999999998,0.2,4396.85,0.6013821789642637,0.07838621474352354
5,2,mse,173.89499999999998,0.2,620.1035072337962,0.6212250306530731,0.0877571227658267
5,2,mse,173.89499999999998,0.2,310.0517536168981,0.6693594835329347,0.09940862754460884
5,2,mse,173.89499999999998,0.2,155.02587680844906,0.7408674969508204,0.035318824832587116
5,2,mse,214.959,0.2,4396.85,0.5840227790121373,0.07893101481553656
5,2,mse,214.959,0.2,620.1035072337962,0.667694707826713,0.0849569750056958
5,2,mse,214.959,0.2,310.0517536168981,0.7178229190221346,0.040177453702532305
5,2,mse,214.959,0.2,155.02587680844906,0.7260462414750349,0.04182754362076846
5,2,mse,312.56100000000004,0.2,4396.85,0.6740637244051892,0.04237060705235781
5,2,mse,312.56100000000004,0.2,620.1035072337962,0.7769076141996324,0.05304342165244203
5,2,mse,312.56100000000004,0.2,310.0517536168981,0.8398629674227177,0.03476825245759531
5,2,mse,312.56100000000004,0.2,155.02587680844906,0.8664019894810119,0.03200875895118108
5,2,mse,515.107,0.2,4396.85,0.9508517964165136,0.012534329186178136
5,2,mse,515.107,0.2,620.1035072337962,0.9672147445349083,0.004620471303207596
5,2,mse,515.107,0.2,310.0517536168981,0.9655728694345459,0.007702508268128089
5,2,mse,515.107,0.2,155.02587680844906,0.9669106314578194,0.006114843840861378
5,2,mse,1896.885,0.2,4396.85,0.9721067882376081,0.012194923419553343
5,2,mse,1896.885,0.2,620.1035072337962,0.9806906146375745,0.011380914860360634
5,2,mse,1896.885,0.2,310.0517536168981,0.9731482991927549,0.014363228133506859
5,2,mse,1896.885,0.2,155.02587680844906,0.9754155099359568,0.01161102195612509
5,2,mse,173.89499999999998,0.5,4396.85,0.5056350545372906,0.018103070987035893
5,2,mse,173.89499999999998,0.5,620.1035072337962,0.5334249139549573,0.07388722298835436
5,2,mse,173.89499999999998,0.5,310.0517536168981,0.67845582824712,0.10636848278669445
5,2,mse,173.89499999999998,0.5,155.02587680844906,0.7364323968983101,0.014355800194006826
5,2,mse,214.959,0.5,4396.85,0.5816660682736512,0.06919151454805117
5,2,mse,214.959,0.5,620.1035072337962,0.656763809930753,0.033564493791988774
5,2,mse,214.959,0.5,310.0517536168981,0.6869773404456466,0.044175972474961654
5,2,mse,214.959,0.5,155.02587680844906,0.7345609691143438,0.037135361463662586
5,2,mse,312.56100000000004,0.5,4396.85,0.6577808302003114,0.019406033528608688
5,2,mse,312.56100000000004,0.5,620.1035072337962,0.734534633798264,0.03590029645995004
5,2,mse,312.56100000000004,0.5,310.0517536168981,0.8237951813842962,0.05224524156467041
5,2,mse,312.56100000000004,0.5,155.02587680844906,0.888868512927574,0.017540313470252634
5,2,mse,515.107,0.5,4396.85,0.939389109261251,0.012736958752513195
5,2,mse,515.107,0.5,620.1035072337962,0.9698657136270412,0.004185325364368774
5,2,mse,515.107,0.5,310.0517536168981,0.969791309717823,0.003212679059272011
5,2,mse,515.107,0.5,155.02587680844906,0.9708902449898996,0.0031333651111311407
5,2,mse,1896.885,0.5,4396.85,0.9832535222021077,0.006457892701985497
5,2,mse,1896.885,0.5,620.1035072337962,0.9825861745969118,0.007347020224187347
5,2,mse,1896.885,0.5,310.0517536168981,0.9797455332796441,0.012911750124297886
5,2,mse,1896.885,0.5,155.02587680844906,0.9718434677606863,0.017073809748363283
5,2,mse,173.89499999999998,0.8,4396.85,0.5247966206328882,0.04042349568746865
5,2,mse,173.89499999999998,0.8,620.1035072337962,0.5,0.0
5,2,mse,173.89499999999998,0.8,310.0517536168981,0.7319745523138728,0.02279153864055464
5,2,mse,173.89499999999998,0.8,155.02587680844906,0.7340401726192962,0.042117965209875485
5,2,mse,214.959,0.8,4396.85,0.5583864666329188,0.06790127128612305
5,2,mse,214.959,0.8,620.1035072337962,0.6559076765058953,0.030008947428953395
5,2,mse,214.959,0.8,310.0517536168981,0.6737002515179608,0.03487749169184246
5,2,mse,214.959,0.8,155.02587680844906,0.7453904838984176,0.038476925405700434
5,2,mse,312.56100000000004,0.8,4396.85,0.6596065152974677,0.023298476456966498
5,2,mse,312.56100000000004,0.8,620.1035072337962,0.7280806267440694,0.027540265638690886
5,2,mse,312.56100000000004,0.8,310.0517536168981,0.8293207036160961,0.03826187662758835
5,2,mse,312.56100000000004,0.8,155.02587680844906,0.8905358486785577,0.011420511418026585
5,2,mse,515.107,0.8,4396.85,0.9320068168587341,0.00998020651575708
5,2,mse,515.107,0.8,620.1035072337962,0.9677374828392902,0.0066021191245312656
5,2,mse,515.107,0.8,310.0517536168981,0.9715166492429811,0.005481085893057796
5,2,mse,515.107,0.8,155.02587680844906,0.9708771075016653,0.007232348127448424
5,2,mse,1896.885,0.8,4396.85,0.9887165978089753,0.005283238395807507
5,2,mse,1896.885,0.8,620.1035072337962,0.9853181411952795,0.006107665610904339
5,2,mse,1896.885,0.8,310.0517536168981,0.9744232740267085,0.02170140199061169
5,2,mse,1896.885,0.8,155.02587680844906,0.9606786110993113,0.02388245879724321
5,2,mse,173.89499999999998,0.9,4396.85,0.5234162812427344,0.02794798307754974
5,2,mse,173.89499999999998,0.9,620.1035072337962,0.5,0.0
5,2,mse,173.89499999999998,0.9,310.0517536168981,0.7268163893840408,0.029068526000194737
5,2,mse,173.89499999999998,0.9,155.02587680844906,0.743879985057297,0.027712464781605422
5,2,mse,214.959,0.9,4396.85,0.5495357995017949,0.06579029201366039
5,2,mse,214.959,0.9,620.1035072337962,0.6716300194211365,0.03521576487153026
5,2,mse,214.959,0.9,310.0517536168981,0.6811984169724365,0.04300835441577809
5,2,mse,214.959,0.9,155.02587680844906,0.7386147883001074,0.04498427073769344
5,2,mse,312.56100000000004,0.9,4396.85,0.6502746689647665,0.0206790316219521
5,2,mse,312.56100000000004,0.9,620.1035072337962,0.717247728966863,0.026184126980352388
5,2,mse,312.56100000000004,0.9,310.0517536168981,0.8316218537612914,0.041205647712916495
5,2,mse,312.56100000000004,0.9,155.02587680844906,0.8984128540467842,0.018189728305373014
5,2,mse,515.107,0.9,4396.85,0.928794190998255,0.01229918731241753
5,2,mse,515.107,0.9,620.1035072337962,0.9688100247964766,0.007837255563083576
5,2,mse,515.107,0.9,310.0517536168981,0.973012648034349,0.008904725271525513
5,2,mse,515.107,0.9,155.02587680844906,0.9718116861993927,0.008428504016887
5,2,mse,1896.885,0.9,4396.85,0.9892134835306706,0.008467113479635654
5,2,mse,1896.885,0.9,620.1035072337962,0.9869788341748812,0.007012089410254127
5,2,mse,1896.885,0.9,310.0517536168981,0.9805193784643367,0.022161261756756357
5,2,mse,1896.885,0.9,155.02587680844906,0.9594821512720431,0.026097088717838158
5,2,friedman_mse,173.89499999999998,0.1,4396.85,0.6457490781908224,0.09509845940347768
5,2,friedman_mse,173.89499999999998,0.1,620.1035072337962,0.6777033180302666,0.0930119057499597
5,2,friedman_mse,173.89499999999998,0.1,310.0517536168981,0.7040542784780416,0.06362659623369918
5,2,friedman_mse,173.89499999999998,0.1,155.02587680844906,0.7284212000861884,0.09247529116872381
5,2,friedman_mse,214.959,0.1,4396.85,0.6881237625391436,0.05799058243504124
5,2,friedman_mse,214.959,0.1,620.1035072337962,0.6821708464111748,0.07845929815628205
5,2,friedman_mse,214.959,0.1,310.0517536168981,0.7147854136650779,0.05147292254735104
5,2,friedman_mse,214.959,0.1,155.02587680844906,0.7192099593730688,0.0389153500277324
5,2,friedman_mse,312.56100000000004,0.1,4396.85,0.7170931790302506,0.03417733610899155
5,2,friedman_mse,312.56100000000004,0.1,620.1035072337962,0.7745431441044568,0.04518003722022352
5,2,friedman_mse,312.56100000000004,0.1,310.0517536168981,0.8113875519676986,0.040945584789868095
5,2,friedman_mse,312.56100000000004,0.1,155.02587680844906,0.856609454511446,0.03186648150537801
5,2,friedman_mse,515.107,0.1,4396.85,0.9441794589646149,0.015810398107364114
5,2,friedman_mse,515.107,0.1,620.1035072337962,0.9545252208728165,0.015136165421535026
5,2,friedman_mse,515.107,0.1,310.0517536168981,0.9587615142723607,0.010317990429251281
5,2,friedman_mse,515.107,0.1,155.02587680844906,0.9563738468041713,0.015179888171048522
5,2,friedman_mse,1896.885,0.1,4396.85,0.9512928334890993,0.032710445682033844
5,2,friedman_mse,1896.885,0.1,620.1035072337962,0.9549608137131468,0.025851390555428004
5,2,friedman_mse,1896.885,0.1,310.0517536168981,0.9507637905241124,0.02154634446609725
5,2,friedman_mse,1896.885,0.1,155.02587680844906,0.954334959857826,0.03555275587854392
5,2,friedman_mse,173.89499999999998,0.2,4396.85,0.6120823669084949,0.09913794374684301
5,2,friedman_mse,173.89499999999998,0.2,620.1035072337962,0.6424766228345147,0.09268710860447445
5,2,friedman_mse,173.89499999999998,0.2,310.0517536168981,0.6712306166983371,0.08832971473698921
5,2,friedman_mse,173.89499999999998,0.2,155.02587680844906,0.7384760800733059,0.05238702819673159
5,2,friedman_mse,214.959,0.2,4396.85,0.5746249612639903,0.07460690227488848
5,2,friedman_mse,214.959,0.2,620.1035072337962,0.6820434128168847,0.03814256967802665
5,2,friedman_mse,214.959,0.2,310.0517536168981,0.694179222418399,0.05098894919503591
5,2,friedman_mse,214.959,0.2,155.02587680844906,0.7167361001441372,0.04491271573175276
5,2,friedman_mse,312.56100000000004,0.2,4396.85,0.675795140841684,0.03701734946289095
5,2,friedman_mse,312.56100000000004,0.2,620.1035072337962,0.7499307256432154,0.0574934081902287
5,2,friedman_mse,312.56100000000004,0.2,310.0517536168981,0.8140826982556248,0.055713959858319
5,2,friedman_mse,312.56100000000004,0.2,155.02587680844906,0.8606462622506399,0.03614083202680161
5,2,friedman_mse,515.107,0.2,4396.85,0.9494825132332879,0.01284670868382046
5,2,friedman_mse,515.107,0.2,620.1035072337962,0.9644745275634037,0.007503433423595885
5,2,friedman_mse,515.107,0.2,310.0517536168981,0.9680700689066164,0.006072567669834528
5,2,friedman_mse,515.107,0.2,155.02587680844906,0.9644612178610604,0.009124780774988503
5,2,friedman_mse,1896.885,0.2,4396.85,0.9752485327111096,0.010638890837052061
5,2,friedman_mse,1896.885,0.2,620.1035072337962,0.9800858976524152,0.009142324284185639
5,2,friedman_mse,1896.885,0.2,310.0517536168981,0.9678887629564287,0.014276921129302704
5,2,friedman_mse,1896.885,0.2,155.02587680844906,0.9683352065406357,0.020686584707370916
5,2,friedman_mse,173.89499999999998,0.5,4396.85,0.5250771898605232,0.05267587894237262
5,2,friedman_mse,173.89499999999998,0.5,620.1035072337962,0.5744155108274451,0.09858036466319291
5,2,friedman_mse,173.89499999999998,0.5,310.0517536168981,0.7005394323761452,0.0715918818984627
5,2,friedman_mse,173.89499999999998,0.5,155.02587680844906,0.7356152981914634,0.023454097315442297
5,2,friedman_mse,214.959,0.5,4396.85,0.5593393768330128,0.0664179043416448
5,2,friedman_mse,214.959,0.5,620.1035072337962,0.6677909140597076,0.054424480364267905
5,2,friedman_mse,214.959,0.5,310.0517536168981,0.6929051582724124,0.0424762824918732
5,2,friedman_mse,214.959,0.5,155.02587680844906,0.7157512769107022,0.03199494426237056
5,2,friedman_mse,312.56100000000004,0.5,4396.85,0.6392341619120833,0.0221151882089349
5,2,friedman_mse,312.56100000000004,0.5,620.1035072337962,0.7555721660246566,0.053442000135021234
5,2,friedman_mse,312.56100000000004,0.5,310.0517536168981,0.8417191822752489,0.043678042334795816
5,2,friedman_mse,312.56100000000004,0.5,155.02587680844906,0.8887426134793343,0.008148674667741296
