max_depth,min_samples_split,criterion,threshold,training_size,mean,std
5,2,gini,0.4789818690283407,0.1,0.9976103321993769,3.587952511502887e-05
5,2,gini,0.5280377897435898,0.1,0.9329100397380525,0.07076857602280472
5,2,gini,2.0888026153846146,0.1,0.9982638755448239,2.8383166608183262e-08
5,2,gini,12.753920456410686,0.1,1.0,0.0
5,2,gini,22.941577838460077,0.1,1.0,0.0
5,2,gini,0.4789818690283407,0.2,0.9977968716914045,0.0010818935170841002
5,2,gini,0.5280377897435898,0.2,0.9266378471975922,0.04462332023172639
5,2,gini,2.0888026153846146,0.2,0.9984364133525088,0.00021779421772005492
5,2,gini,12.753920456410686,0.2,1.0,0.0
5,2,gini,22.941577838460077,0.2,1.0,0.0
5,2,gini,0.4789818690283407,0.5,0.9972951657446494,0.002278784362417283
5,2,gini,0.5280377897435898,0.5,0.9080012606778588,0.02513257371265348
5,2,gini,2.0888026153846146,0.5,0.9981342131535003,0.000702610508384325
5,2,gini,12.753920456410686,0.5,1.0,0.0
5,2,gini,22.941577838460077,0.5,1.0,0.0
5,2,gini,0.4789818690283407,0.8,0.9979229665832016,0.0034644925776841566
5,2,gini,0.5280377897435898,0.8,0.9521781260626728,0.06192099365398638
5,2,gini,2.0888026153846146,0.8,0.9980090308889265,0.0014146746696283032
5,2,gini,12.753920456410686,0.8,1.0,0.0
5,2,gini,22.941577838460077,0.8,1.0,0.0
5,2,gini,0.4789818690283407,0.9,1.0,0.0
5,2,gini,0.5280377897435898,0.9,0.9589909444846262,0.048629645977409985
5,2,gini,2.0888026153846146,0.9,0.9976286605577673,0.0035130008293123758
5,2,gini,12.753920456410686,0.9,1.0,0.0
5,2,gini,22.941577838460077,0.9,1.0,0.0
5,2,entropy,0.4789818690283407,0.1,0.9406647476087242,0.12732829610439003
5,2,entropy,0.5280377897435898,0.1,0.9038110454039909,0.05933807288601789
5,2,entropy,2.0888026153846146,0.1,0.9982638179805117,5.3122183097741944e-08
5,2,entropy,12.753920456410686,0.1,1.0,0.0
5,2,entropy,22.941577838460077,0.1,1.0,0.0
5,2,entropy,0.4789818690283407,0.2,0.940479294683314,0.1269619424793782
5,2,entropy,0.5280377897435898,0.2,0.9494530010892731,0.04123994670242296
5,2,entropy,2.0888026153846146,0.2,0.996886406521084,0.003162465074597416
5,2,entropy,12.753920456410686,0.2,1.0,0.0
5,2,entropy,22.941577838460077,0.2,1.0,0.0
5,2,entropy,0.4789818690283407,0.5,0.9989604156787056,0.001613325183003073
5,2,entropy,0.5280377897435898,0.5,0.9269021459336086,0.05245795851030101
5,2,entropy,2.0888026153846146,0.5,0.9974956972806174,0.0010159461420000478
5,2,entropy,12.753920456410686,0.5,1.0,0.0
5,2,entropy,22.941577838460077,0.5,1.0,0.0
5,2,entropy,0.4789818690283407,0.8,0.997872340425532,0.004757591441488946
5,2,entropy,0.5280377897435898,0.8,0.9074911556965706,0.056597877361006015
5,2,entropy,2.0888026153846146,0.8,0.9984443103565568,0.0016059972933435843
5,2,entropy,12.753920456410686,0.8,1.0,0.0
5,2,entropy,22.941577838460077,0.8,1.0,0.0
5,2,entropy,0.4789818690283407,0.9,0.9987006728339594,0.0011868238836904904
5,2,entropy,0.5280377897435898,0.9,0.9130636088257337,0.07430456429530873
5,2,entropy,2.0888026153846146,0.9,0.998399897593446,0.0021911473078115276
5,2,entropy,12.753920456410686,0.9,1.0,0.0
5,2,entropy,22.941577838460077,0.9,1.0,0.0
5,5,gini,0.4789818690283407,0.1,0.9976137571739642,0.0001299067932799743
5,5,gini,0.5280377897435898,0.1,0.9308153180069649,0.046258927345342496
5,5,gini,2.0888026153846146,0.1,0.9985239843894593,0.00038804718684315437
5,5,gini,12.753920456410686,0.1,1.0,0.0
5,5,gini,22.941577838460077,0.1,1.0,0.0
5,5,gini,0.4789818690283407,0.2,0.9977729928105388,0.0010969706585890469
5,5,gini,0.5280377897435898,0.2,0.9506811055458837,0.05836076617794793
5,5,gini,2.0888026153846146,0.2,0.9970833511436643,0.003258875935238444
5,5,gini,12.753920456410686,0.2,1.0,0.0
5,5,gini,22.941577838460077,0.2,1.0,0.0
5,5,gini,0.4789818690283407,0.5,0.9989005944393456,0.0017408367035861448
5,5,gini,0.5280377897435898,0.5,0.9487420245807007,0.0380617822470091
5,5,gini,2.0888026153846146,0.5,0.9987530806180484,0.00043279845076027337
5,5,gini,12.753920456410686,0.5,1.0,0.0
5,5,gini,22.941577838460077,0.5,1.0,0.0
5,5,gini,0.4789818690283407,0.8,0.9978721518597308,0.003588969772402251
5,5,gini,0.5280377897435898,0.8,0.97096016555357,0.04446248566826401
5,5,gini,2.0888026153846146,0.8,0.9980431223827223,0.0024355283940131153
5,5,gini,12.753920456410686,0.8,1.0,0.0
5,5,gini,22.941577838460077,0.8,1.0,0.0
5,5,gini,0.4789818690283407,0.9,0.9956521739130434,0.009722034684781689
5,5,gini,0.5280377897435898,0.9,0.968661478195143,0.02601094848997395
5,5,gini,2.0888026153846146,0.9,0.9985234826195925,0.0020223781424483344
5,5,gini,12.753920456410686,0.9,1.0,0.0
5,5,gini,22.941577838460077,0.9,1.0,0.0
5,5,entropy,0.4789818690283407,0.1,0.9980433393379282,0.000959270774203436
5,5,entropy,0.5280377897435898,0.1,0.8507435077260933,0.07651564957685672
5,5,entropy,2.0888026153846146,0.1,0.9985253315931775,0.00023869840952077997
5,5,entropy,12.753920456410686,0.1,1.0,0.0
5,5,entropy,22.941577838460077,0.1,1.0,0.0
5,5,entropy,0.4789818690283407,0.2,0.9972895371044526,8.682710556656406e-05
5,5,entropy,0.5280377897435898,0.2,0.8642558914041297,0.029352303643909772
5,5,entropy,2.0888026153846146,0.2,0.9984351244824061,0.0002171817391954123
5,5,entropy,12.753920456410686,0.2,1.0,0.0
5,5,entropy,22.941577838460077,0.2,1.0,0.0
5,5,entropy,0.4789818690283407,0.5,0.9974873329804639,0.0022947690809421465
5,5,entropy,0.5280377897435898,0.5,0.9314009481761385,0.025727010080053216
5,5,entropy,2.0888026153846146,0.5,0.998595917462789,0.0010149359282554714
5,5,entropy,12.753920456410686,0.5,1.0,0.0
5,5,entropy,22.941577838460077,0.5,1.0,0.0
5,5,entropy,0.4789818690283407,0.8,0.9960055166267134,0.005003578998051008
5,5,entropy,0.5280377897435898,0.8,0.9102143216989933,0.037825701539963244
5,5,entropy,2.0888026153846146,0.8,0.998463985185494,0.0025134465080241196
5,5,entropy,12.753920456410686,0.8,1.0,0.0
5,5,entropy,22.941577838460077,0.8,1.0,0.0
5,5,entropy,0.4789818690283407,0.9,0.9991031209781209,0.0012281227588310985
5,5,entropy,0.5280377897435898,0.9,0.911600641813273,0.056342743567687
5,5,entropy,2.0888026153846146,0.9,0.9985661424606846,0.0019635794603679183
5,5,entropy,12.753920456410686,0.9,1.0,0.0
5,5,entropy,22.941577838460077,0.9,1.0,0.0
5,10,gini,0.4789818690283407,0.1,0.9975603223674984,1.8814971021199797e-05
5,10,gini,0.5280377897435898,0.1,0.9213276410677352,0.06769358262824478
5,10,gini,2.0888026153846146,0.1,0.9983502695967139,0.00019327382699783522
5,10,gini,12.753920456410686,0.1,1.0,0.0
5,10,gini,22.941577838460077,0.1,1.0,0.0
5,10,gini,0.4789818690283407,0.2,0.9978180342421107,0.0010829673514609888
5,10,gini,0.5280377897435898,0.2,0.9395565929851676,0.06342983512447598
5,10,gini,2.0888026153846146,0.2,0.998536599136931,3.6523285616319403e-06
5,10,gini,12.753920456410686,0.2,1.0,0.0
5,10,gini,22.941577838460077,0.2,1.0,0.0
5,10,gini,0.4789818690283407,0.5,0.9980251738462262,0.00211080634328788
5,10,gini,0.5280377897435898,0.5,0.9254909708713754,0.023340055366108746
5,10,gini,2.0888026153846146,0.5,0.9982854308680451,0.0011570563436938941
5,10,gini,12.753920456410686,0.5,1.0,0.0
5,10,gini,22.941577838460077,0.5,1.0,0.0
5,10,gini,0.4789818690283407,0.8,0.9978566587597424,0.004204134042118756
5,10,gini,0.5280377897435898,0.8,0.9725013451294933,0.017451471142208096
5,10,gini,2.0888026153846146,0.8,0.9988290033816443,0.0010714176148442934
5,10,gini,12.753920456410686,0.8,1.0,0.0
5,10,gini,22.941577838460077,0.8,1.0,0.0
5,10,gini,0.4789818690283407,0.9,0.9995535714285715,0.0009982446328123777
5,10,gini,0.5280377897435898,0.9,0.9737299047198616,0.020879858518421692
5,10,gini,2.0888026153846146,0.9,0.9968835678533503,0.0033122636855760193
5,10,gini,12.753920456410686,0.9,1.0,0.0
5,10,gini,22.941577838460077,0.9,1.0,0.0
5,10,entropy,0.4789818690283407,0.1,0.9975989688249747,4.800360178123735e-05
5,10,entropy,0.5280377897435898,0.1,0.8685024140064886,0.08343210743122771
5,10,entropy,2.0888026153846146,0.1,0.9986114440195226,0.0003619796118424857
5,10,entropy,12.753920456410686,0.1,1.0,0.0
5,10,entropy,22.941577838460077,0.1,1.0,0.0
5,10,entropy,0.4789818690283407,0.2,0.9978288726530238,0.0012143249923734236
5,10,entropy,0.5280377897435898,0.2,0.876968608169426,0.020512898354056862
5,10,entropy,2.0888026153846146,0.2,0.9984387532593472,0.00040895523166397513
5,10,entropy,12.753920456410686,0.2,1.0,0.0
5,10,entropy,22.941577838460077,0.2,1.0,0.0
5,10,entropy,0.4789818690283407,0.5,0.997406359607897,0.0019809196161331218
5,10,entropy,0.5280377897435898,0.5,0.910947355716177,0.03321339291995674
5,10,entropy,2.0888026153846146,0.5,0.9982869384639205,0.0008590586732982431
5,10,entropy,12.753920456410686,0.5,1.0,0.0
5,10,entropy,22.941577838460077,0.5,1.0,0.0
5,10,entropy,0.4789818690283407,0.8,0.9997830802603037,0.0004850472836225054
5,10,entropy,0.5280377897435898,0.8,0.895696045545256,0.0589848694756664
5,10,entropy,2.0888026153846146,0.8,0.9984343157828389,0.0016351577287426547
5,10,entropy,12.753920456410686,0.8,1.0,0.0
5,10,entropy,22.941577838460077,0.8,1.0,0.0
5,10,entropy,0.4789818690283407,0.9,0.9966666666666667,0.007453559924999273
5,10,entropy,0.5280377897435898,0.9,0.871919017429984,0.060600839502895194
5,10,entropy,2.0888026153846146,0.9,0.998393341076268,0.002200274446516909
5,10,entropy,12.753920456410686,0.9,1.0,0.0
5,10,entropy,22.941577838460077,0.9,1.0,0.0
5,20,gini,0.4789818690283407,0.1,0.9396814244344831,0.11406829160309581
5,20,gini,0.5280377897435898,0.1,0.8666121963673069,0.04563057863007449
5,20,gini,2.0888026153846146,0.1,0.9884138305037731,0.02251383615216291
5,20,gini,12.753920456410686,0.1,1.0,0.0
5,20,gini,22.941577838460077,0.1,1.0,0.0
5,20,gini,0.4789818690283407,0.2,0.9973738375592971,0.00015677184301038887
5,20,gini,0.5280377897435898,0.2,0.9411824882344529,0.04210250155725034
5,20,gini,2.0888026153846146,0.2,0.9986325367969495,0.0005347579449287692
5,20,gini,12.753920456410686,0.2,1.0,0.0
5,20,gini,22.941577838460077,0.2,1.0,0.0
5,20,gini,0.4789818690283407,0.5,0.9990067872131208,0.0017572855854807274
5,20,gini,0.5280377897435898,0.5,0.9225751666787462,0.07690682048209187
5,20,gini,2.0888026153846146,0.5,0.9981247327261006,0.0004295079308817542
5,20,gini,12.753920456410686,0.5,1.0,0.0
5,20,gini,22.941577838460077,0.5,1.0,0.0
5,20,gini,0.4789818690283407,0.8,0.9955636450154651,0.006123508237168038
5,20,gini,0.5280377897435898,0.8,0.9404064301465285,0.04090675273757054
5,20,gini,2.0888026153846146,0.8,0.9980863426852931,0.0013819244958928254
5,20,gini,12.753920456410686,0.8,1.0,0.0
5,20,gini,22.941577838460077,0.8,1.0,0.0
5,20,gini,0.4789818690283407,0.9,0.9964285714285716,0.007985957062499221
5,20,gini,0.5280377897435898,0.9,0.9129117814221754,0.051053532868885185
5,20,gini,2.0888026153846146,0.9,0.9991150442477876,0.0019788212190263656
5,20,gini,12.753920456410686,0.9,1.0,0.0
5,20,gini,22.941577838460077,0.9,1.0,0.0
5,20,entropy,0.4789818690283407,0.1,0.9356020981561718,0.10837082715732889
5,20,entropy,0.5280377897435898,0.1,0.8825792759968791,0.057243555214432404
5,20,entropy,2.0888026153846146,0.1,0.9878741900569148,0.023231832232038306
5,20,entropy,12.753920456410686,0.1,1.0,0.0
5,20,entropy,22.941577838460077,0.1,1.0,0.0
5,20,entropy,0.4789818690283407,0.2,0.9977927992142723,0.0010838005885849262
5,20,entropy,0.5280377897435898,0.2,0.9164666596604214,0.03314965438525949
5,20,entropy,2.0888026153846146,0.2,0.9984375970345468,0.00040864790577053366
5,20,entropy,12.753920456410686,0.2,1.0,0.0
5,20,entropy,22.941577838460077,0.2,1.0,0.0
5,20,entropy,0.4789818690283407,0.5,0.9990099396624563,0.0017446861912784799
5,20,entropy,0.5280377897435898,0.5,0.9269971635716875,0.03959975936002087
5,20,entropy,2.0888026153846146,0.5,0.9984313310588752,0.0007919234773158088
5,20,entropy,12.753920456410686,0.5,1.0,0.0
5,20,entropy,22.941577838460077,0.5,1.0,0.0
5,20,entropy,0.4789818690283407,0.8,0.9997872340425532,0.00047575914414890453
5,20,entropy,0.5280377897435898,0.8,0.8857055379159972,0.05297345052572752
5,20,entropy,2.0888026153846146,0.8,0.9980511850077068,0.0027544290655341706
5,20,entropy,12.753920456410686,0.8,1.0,0.0
5,20,entropy,22.941577838460077,0.8,1.0,0.0
5,20,entropy,0.4789818690283407,0.9,0.9961538461538462,0.008600261451922237
5,20,entropy,0.5280377897435898,0.9,0.8975956608779351,0.05012271632060477
5,20,entropy,2.0888026153846146,0.9,0.9975483387456701,0.0022530697350437736
5,20,entropy,12.753920456410686,0.9,1.0,0.0
5,20,entropy,22.941577838460077,0.9,1.0,0.0
5,50,gini,0.4789818690283407,0.1,0.8099173207168702,0.12117487583805968
5,50,gini,0.5280377897435898,0.1,0.8938189533867696,0.059735490396363194
5,50,gini,2.0888026153846146,0.1,0.8995329138835467,0.0016526693090529003
5,50,gini,12.753920456410686,0.1,1.0,0.0
5,50,gini,22.941577838460077,0.1,0.8885024154589372,0.2186014092272251
5,50,gini,0.4789818690283407,0.2,0.9387933055471562,0.11506647469788671
5,50,gini,0.5280377897435898,0.2,0.8725256200249634,0.06856025304171819
5,50,gini,2.0888026153846146,0.2,0.9572352055279623,0.023154409923698032
5,50,gini,12.753920456410686,0.2,1.0,0.0
5,50,gini,22.941577838460077,0.2,1.0,0.0
5,50,gini,0.4789818690283407,0.5,0.99720262318801,0.0021607759498005826
5,50,gini,0.5280377897435898,0.5,0.9618626680191591,0.04877102163246714
5,50,gini,2.0888026153846146,0.5,0.9984279921081869,0.0009528041817050413
5,50,gini,12.753920456410686,0.5,1.0,0.0
5,50,gini,22.941577838460077,0.5,1.0,0.0
5,50,gini,0.4789818690283407,0.8,0.9981132075471699,0.004218996183961866
5,50,gini,0.5280377897435898,0.8,0.9736363327420428,0.01715905653073849
5,50,gini,2.0888026153846146,0.8,0.9979515277801827,0.0014940127536614402
5,50,gini,12.753920456410686,0.8,1.0,0.0
5,50,gini,22.941577838460077,0.8,1.0,0.0
5,50,gini,0.4789818690283407,0.9,0.9961206896551724,0.007527693619212455
5,50,gini,0.5280377897435898,0.9,0.9788730138914079,0.01145452375945718
5,50,gini,2.0888026153846146,0.9,0.9991935483870968,0.0018032806270159578
5,50,gini,12.753920456410686,0.9,1.0,0.0
5,50,gini,22.941577838460077,0.9,1.0,0.0
5,50,entropy,0.4789818690283407,0.1,0.7601179964994482,0.10212165471079032
5,50,entropy,0.5280377897435898,0.1,0.8099538889015371,0.06983089182280984
5,50,entropy,2.0888026153846146,0.1,0.898068363403109,0.00217379244203862
5,50,entropy,12.753920456410686,0.1,1.0,0.0
5,50,entropy,22.941577838460077,0.1,0.7,0.27386127875258304
5,50,entropy,0.4789818690283407,0.2,0.8216890715450932,0.1214911125448922
5,50,entropy,0.5280377897435898,0.2,0.9147095946668127,0.04917816286720927
5,50,entropy,2.0888026153846146,0.2,0.9773234716766513,0.028603837829800034
5,50,entropy,12.753920456410686,0.2,1.0,0.0
5,50,entropy,22.941577838460077,0.2,1.0,0.0
5,50,entropy,0.4789818690283407,0.5,0.9966547381038282,0.001874925296077595
5,50,entropy,0.5280377897435898,0.5,0.9021287273246564,0.04578688291738971
5,50,entropy,2.0888026153846146,0.5,0.9989071751816854,0.0008787291463700144
5,50,entropy,12.753920456410686,0.5,1.0,0.0
5,50,entropy,22.941577838460077,0.5,1.0,0.0
5,50,entropy,0.4789818690283407,0.8,0.997620806923981,0.004140585317195686
5,50,entropy,0.5280377897435898,0.8,0.9052419513467822,0.05748826224548998
5,50,entropy,2.0888026153846146,0.8,0.9984510972702086,0.0016165321719095193
5,50,entropy,12.753920456410686,0.8,1.0,0.0
5,50,entropy,22.941577838460077,0.8,1.0,0.0
5,50,entropy,0.4789818690283407,0.9,0.9960000000000001,0.008944271909999166
5,50,entropy,0.5280377897435898,0.9,0.9566557406575219,0.015002352339112514
5,50,entropy,2.0888026153846146,0.9,0.9992857142857143,0.0015971914124998442
5,50,entropy,12.753920456410686,0.9,1.0,0.0
5,50,entropy,22.941577838460077,0.9,1.0,0.0
5,100,gini,0.4789818690283407,0.1,0.5883909031256921,0.12103542773202394
5,100,gini,0.5280377897435898,0.1,0.8542345771447616,0.1052603176052056
5,100,gini,2.0888026153846146,0.1,0.8979122918534082,0.001076152953182753
5,100,gini,12.753920456410686,0.1,0.7849211423270483,0.12340318748322546
5,100,gini,22.941577838460077,0.1,0.766387900318996,0.24317895052146954
5,100,gini,0.4789818690283407,0.2,0.7597353872245067,0.18591234778514523
5,100,gini,0.5280377897435898,0.2,0.9177701074289288,0.044238168898892864
5,100,gini,2.0888026153846146,0.2,0.8934387252458598,0.0011181775719883381
5,100,gini,12.753920456410686,0.2,1.0,0.0
5,100,gini,22.941577838460077,0.2,0.9,0.22360679774997902
5,100,gini,0.4789818690283407,0.5,0.9960911053637469,0.0003005158872714482
5,100,gini,0.5280377897435898,0.5,0.9391474843867311,0.008573483255629781
5,100,gini,2.0888026153846146,0.5,0.9982844640837477,0.0006561269867768862
5,100,gini,12.753920456410686,0.5,1.0,0.0
5,100,gini,22.941577838460077,0.5,1.0,0.0
5,100,gini,0.4789818690283407,0.8,0.9995647437719049,0.0005959997241313385
5,100,gini,0.5280377897435898,0.8,0.9169988416006616,0.02882015925347723
5,100,gini,2.0888026153846146,0.8,0.9988395508873597,0.0017638975546506546
5,100,gini,12.753920456410686,0.8,1.0,0.0
5,100,gini,22.941577838460077,0.8,1.0,0.0
5,100,gini,0.4789818690283407,0.9,0.9967741935483871,0.007213122508063831
5,100,gini,0.5280377897435898,0.9,0.9706076133464043,0.018199090934116036
5,100,gini,2.0888026153846146,0.9,0.9992805755395683,0.0016086819982012775
5,100,gini,12.753920456410686,0.9,1.0,0.0
5,100,gini,22.941577838460077,0.9,1.0,0.0
5,100,entropy,0.4789818690283407,0.1,0.7618996043003762,0.10081884028684163
5,100,entropy,0.5280377897435898,0.1,0.7800734346609954,0.187027261447457
5,100,entropy,2.0888026153846146,0.1,0.8984009736792057,0.0018956571959165935
5,100,entropy,12.753920456410686,0.1,0.9486607142857142,0.11479813277342672
5,100,entropy,22.941577838460077,0.1,0.5888300433317284,0.19863001533399674
5,100,entropy,0.4789818690283407,0.2,0.6771094910192378,0.09924995294124575
5,100,entropy,0.5280377897435898,0.2,0.8522518176339142,0.0801432997282338
