max_depth,min_samples_split,criterion,threshold,training_size,gap,mean,std
5,2,mse,7395.555571428571,0.1,58091.44642857144,0.6736522217048718,0.07352237373832256
5,2,mse,7395.555571428571,0.1,10696.625315135168,0.6207314945523861,0.07703723714134736
5,2,mse,7395.555571428571,0.1,5348.312657567584,0.6173916621497341,0.06534359703985149
5,2,mse,7395.555571428571,0.1,2674.156328783792,0.6056159024770211,0.07291832235359547
5,2,mse,8465.152999999998,0.1,58091.44642857144,0.6970803024563719,0.05343895655388615
5,2,mse,8465.152999999998,0.1,10696.625315135168,0.6913034940379801,0.05239298854196091
5,2,mse,8465.152999999998,0.1,5348.312657567584,0.6494656646775371,0.04348737567414281
5,2,mse,8465.152999999998,0.1,2674.156328783792,0.6928182705379455,0.045274874217296666
5,2,mse,10259.905357142854,0.1,58091.44642857144,0.8508199956215087,0.01987247836196124
5,2,mse,10259.905357142854,0.1,10696.625315135168,0.8513082355423343,0.023060810641784127
5,2,mse,10259.905357142854,0.1,5348.312657567584,0.8517277057300701,0.026605996762325466
5,2,mse,10259.905357142854,0.1,2674.156328783792,0.853257647767378,0.02636182714318463
5,2,mse,11656.234285714285,0.1,58091.44642857144,0.8751171687289702,0.02551043338048907
5,2,mse,11656.234285714285,0.1,10696.625315135168,0.8834045098865406,0.023273172450572695
5,2,mse,11656.234285714285,0.1,5348.312657567584,0.8861392205865396,0.026460272922789956
5,2,mse,11656.234285714285,0.1,2674.156328783792,0.8796981383931506,0.026108713474338276
5,2,mse,13508.177857142859,0.1,58091.44642857144,0.8674758083867429,0.0427515595731058
5,2,mse,13508.177857142859,0.1,10696.625315135168,0.8626513365239517,0.047493066065060596
5,2,mse,13508.177857142859,0.1,5348.312657567584,0.8759706947504577,0.029432261798243143
5,2,mse,13508.177857142859,0.1,2674.156328783792,0.862698311384589,0.03216651949277513
5,2,mse,7395.555571428571,0.2,58091.44642857144,0.6561150871049117,0.06203539213234145
5,2,mse,7395.555571428571,0.2,10696.625315135168,0.5315172910006524,0.04827544599612346
5,2,mse,7395.555571428571,0.2,5348.312657567584,0.5650308197133405,0.08158972560707475
5,2,mse,7395.555571428571,0.2,2674.156328783792,0.5944152159557978,0.06891856178977021
5,2,mse,8465.152999999998,0.2,58091.44642857144,0.6619234035127719,0.04541853205833794
5,2,mse,8465.152999999998,0.2,10696.625315135168,0.6336309290142271,0.06053228172867833
5,2,mse,8465.152999999998,0.2,5348.312657567584,0.6414103731933318,0.05600386035363578
5,2,mse,8465.152999999998,0.2,2674.156328783792,0.6672259400532831,0.05359077526312098
5,2,mse,10259.905357142854,0.2,58091.44642857144,0.8471617726602304,0.040467996885333826
5,2,mse,10259.905357142854,0.2,10696.625315135168,0.8597538713376466,0.024883146463719898
5,2,mse,10259.905357142854,0.2,5348.312657567584,0.8631039763254533,0.023125834689399827
5,2,mse,10259.905357142854,0.2,2674.156328783792,0.8717189530732241,0.02285367022209222
5,2,mse,11656.234285714285,0.2,58091.44642857144,0.8998987007803633,0.013656559867213775
5,2,mse,11656.234285714285,0.2,10696.625315135168,0.9008677035967013,0.024043340206776606
5,2,mse,11656.234285714285,0.2,5348.312657567584,0.9050267859854223,0.007696924569017859
5,2,mse,11656.234285714285,0.2,2674.156328783792,0.9110880228377359,0.010650437477404635
5,2,mse,13508.177857142859,0.2,58091.44642857144,0.919269894491527,0.022733133260977013
5,2,mse,13508.177857142859,0.2,10696.625315135168,0.9072810807276616,0.035589038842798536
5,2,mse,13508.177857142859,0.2,5348.312657567584,0.8935965529874682,0.02883270868012569
5,2,mse,13508.177857142859,0.2,2674.156328783792,0.8818875889898662,0.044998673532495745
5,2,mse,7395.555571428571,0.5,58091.44642857144,0.5423771523165408,0.0462280680653775
5,2,mse,7395.555571428571,0.5,10696.625315135168,0.5,0.0
5,2,mse,7395.555571428571,0.5,5348.312657567584,0.5068821999256782,0.030778133737120864
5,2,mse,7395.555571428571,0.5,2674.156328783792,0.5492048163024046,0.07160271572199857
5,2,mse,8465.152999999998,0.5,58091.44642857144,0.6059546918979398,0.057986229830660964
5,2,mse,8465.152999999998,0.5,10696.625315135168,0.5841319193534429,0.057256215322251884
5,2,mse,8465.152999999998,0.5,5348.312657567584,0.6208898091381491,0.04904707453190423
5,2,mse,8465.152999999998,0.5,2674.156328783792,0.6602205455655984,0.04580017310631196
5,2,mse,10259.905357142854,0.5,58091.44642857144,0.809845143593687,0.02981044837045375
5,2,mse,10259.905357142854,0.5,10696.625315135168,0.8565470230631453,0.015270157557759295
5,2,mse,10259.905357142854,0.5,5348.312657567584,0.8682671910866828,0.02000583053244502
5,2,mse,10259.905357142854,0.5,2674.156328783792,0.8931478478456949,0.013070668139162368
5,2,mse,11656.234285714285,0.5,58091.44642857144,0.9031194161073299,0.011880157840268203
5,2,mse,11656.234285714285,0.5,10696.625315135168,0.9185505771181368,0.008091030731802704
5,2,mse,11656.234285714285,0.5,5348.312657567584,0.9184184025560868,0.008439370458109914
5,2,mse,11656.234285714285,0.5,2674.156328783792,0.9156738425422881,0.01068454993751
5,2,mse,13508.177857142859,0.5,58091.44642857144,0.9336131939267049,0.01389455876183165
5,2,mse,13508.177857142859,0.5,10696.625315135168,0.9421281887928638,0.019968316729415053
5,2,mse,13508.177857142859,0.5,5348.312657567584,0.925132700630031,0.01974333589460261
5,2,mse,13508.177857142859,0.5,2674.156328783792,0.9142179727354727,0.027843238969497565
5,2,mse,7395.555571428571,0.8,58091.44642857144,0.5540166337690116,0.026493357846122802
5,2,mse,7395.555571428571,0.8,10696.625315135168,0.5,0.0
5,2,mse,7395.555571428571,0.8,5348.312657567584,0.5,0.0
5,2,mse,7395.555571428571,0.8,2674.156328783792,0.5140547173416963,0.044128172256248106
5,2,mse,8465.152999999998,0.8,58091.44642857144,0.5576655060749043,0.047714011027806986
5,2,mse,8465.152999999998,0.8,10696.625315135168,0.5989210112899245,0.0476299842157097
5,2,mse,8465.152999999998,0.8,5348.312657567584,0.6131261859416914,0.057651544501212126
5,2,mse,8465.152999999998,0.8,2674.156328783792,0.6556401674346236,0.04376233020822282
5,2,mse,10259.905357142854,0.8,58091.44642857144,0.7950516322879346,0.032190820393809993
5,2,mse,10259.905357142854,0.8,10696.625315135168,0.8655132981742494,0.016114436657496203
5,2,mse,10259.905357142854,0.8,5348.312657567584,0.8632971796274962,0.02060528684439449
5,2,mse,10259.905357142854,0.8,2674.156328783792,0.9055654877624001,0.01214378988857173
5,2,mse,11656.234285714285,0.8,58091.44642857144,0.9059608992234172,0.007550677550663432
5,2,mse,11656.234285714285,0.8,10696.625315135168,0.916996533689152,0.012032182157829967
5,2,mse,11656.234285714285,0.8,5348.312657567584,0.921941488482488,0.014533303761650728
5,2,mse,11656.234285714285,0.8,2674.156328783792,0.9143545505939775,0.017350281094988634
5,2,mse,13508.177857142859,0.8,58091.44642857144,0.9396062276902324,0.012969017978428728
5,2,mse,13508.177857142859,0.8,10696.625315135168,0.9387604008142049,0.01300596569675926
5,2,mse,13508.177857142859,0.8,5348.312657567584,0.9263431919002244,0.0182983725987764
5,2,mse,13508.177857142859,0.8,2674.156328783792,0.923478392314071,0.02636871121512381
