max_depth,min_samples_split,criterion,threshold,training_size,mean,std
5,2,gini,13.503277591505961,0.1,0.535276293346717,0.01910200663097156
5,2,gini,13.80386922135586,0.1,0.5394766616478875,0.02443800830114125
5,2,gini,14.4409608146024,0.1,0.6555741511080946,0.055267134814018584
5,2,gini,15.2221938489117,0.1,0.6844496487792506,0.022472069494499886
5,2,gini,15.63721243784302,0.1,0.750187571167919,0.08098667045981259
5,2,gini,13.503277591505961,0.2,0.5254771974329953,0.014133966729456627
5,2,gini,13.80386922135586,0.2,0.5531070295967591,0.01762269452344655
5,2,gini,14.4409608146024,0.2,0.6830720885405089,0.031216825806602278
5,2,gini,15.2221938489117,0.2,0.6638645880957068,0.06797732626107307
5,2,gini,15.63721243784302,0.2,0.8159005087871399,0.02396080620806165
5,2,gini,13.503277591505961,0.5,0.52687590376629,0.023662148927646363
5,2,gini,13.80386922135586,0.5,0.5685090943823499,0.020141386030386236
5,2,gini,14.4409608146024,0.5,0.6975995398799716,0.003990692749929065
5,2,gini,15.2221938489117,0.5,0.6852379237926584,0.027909771303165548
5,2,gini,15.63721243784302,0.5,0.8155734719587866,0.018863348416448333
5,2,gini,13.503277591505961,0.7,0.5342918085725934,0.00953788744161374
5,2,gini,13.80386922135586,0.7,0.5573652407938304,0.013942342180564903
5,2,gini,14.4409608146024,0.7,0.6998955232388667,0.008843051648015047
5,2,gini,15.2221938489117,0.7,0.709005454286471,0.004666362857935204
5,2,gini,15.63721243784302,0.7,0.8251272603661757,0.014459502069245041
5,2,entropy,13.503277591505961,0.1,0.5389957015064771,0.028767078418048618
5,2,entropy,13.80386922135586,0.1,0.5623178108172757,0.02661619718521821
5,2,entropy,14.4409608146024,0.1,0.6436460485015016,0.0528523798212665
5,2,entropy,15.2221938489117,0.1,0.7021706232896625,0.024110238627759698
5,2,entropy,15.63721243784302,0.1,0.7826898574543446,0.06081993250566762
5,2,entropy,13.503277591505961,0.2,0.529909713281772,0.029298532966244156
5,2,entropy,13.80386922135586,0.2,0.5575722779925717,0.016990785942183752
5,2,entropy,14.4409608146024,0.2,0.6710210487838537,0.0469619841148368
5,2,entropy,15.2221938489117,0.2,0.6732773891292447,0.05539080260474984
5,2,entropy,15.63721243784302,0.2,0.8111224391186334,0.024814526045800686
5,2,entropy,13.503277591505961,0.5,0.5156927301426333,0.012729731829178952
5,2,entropy,13.80386922135586,0.5,0.5599480905785479,0.020383883742320173
5,2,entropy,14.4409608146024,0.5,0.7016154897900799,0.009819177906635997
5,2,entropy,15.2221938489117,0.5,0.7027973705895144,0.012663026647648382
5,2,entropy,15.63721243784302,0.5,0.8228681946117267,0.008511152073912757
5,2,entropy,13.503277591505961,0.7,0.5281290629956455,0.01079473890802221
5,2,entropy,13.80386922135586,0.7,0.5526015899639106,0.006762050203218932
5,2,entropy,14.4409608146024,0.7,0.7012378312239012,0.011350317955312062
5,2,entropy,15.2221938489117,0.7,0.7031329921409458,0.01659576798244526
5,2,entropy,15.63721243784302,0.7,0.838960916819018,0.015692868974949557
5,5,gini,13.503277591505961,0.1,0.5385160661105315,0.011716294264067995
5,5,gini,13.80386922135586,0.1,0.563958028630103,0.01993379460257667
5,5,gini,14.4409608146024,0.1,0.633488667817506,0.037566843460106955
5,5,gini,15.2221938489117,0.1,0.6866826643738567,0.03813954321493036
5,5,gini,15.63721243784302,0.1,0.7540596893929893,0.03429514628850006
5,5,gini,13.503277591505961,0.2,0.5257337384328793,0.01172701497445772
5,5,gini,13.80386922135586,0.2,0.6018976215808782,0.02368163931988829
5,5,gini,14.4409608146024,0.2,0.6808306214788645,0.01813920465300342
5,5,gini,15.2221938489117,0.2,0.6866587865803737,0.03515332017476495
5,5,gini,15.63721243784302,0.2,0.7852509736279192,0.04522979597379548
5,5,gini,13.503277591505961,0.5,0.5307955080261937,0.02147422604798482
5,5,gini,13.80386922135586,0.5,0.5692917504332992,0.026286702769831995
5,5,gini,14.4409608146024,0.5,0.6944260680332707,0.019348699433289217
5,5,gini,15.2221938489117,0.5,0.7129796307375783,0.012588024064834502
5,5,gini,15.63721243784302,0.5,0.8269924261445315,0.006334514565676657
5,5,gini,13.503277591505961,0.7,0.5503165432493147,0.01087181411404322
5,5,gini,13.80386922135586,0.7,0.5681050707146772,0.020032780935165057
5,5,gini,14.4409608146024,0.7,0.7017272344630034,0.008435684195368644
5,5,gini,15.2221938489117,0.7,0.722126947198935,0.017930094093926603
5,5,gini,15.63721243784302,0.7,0.8293600087663195,0.02254810050093397
5,5,entropy,13.503277591505961,0.1,0.5290513801624405,0.02076614272037927
5,5,entropy,13.80386922135586,0.1,0.5551702087017458,0.01026659068470158
5,5,entropy,14.4409608146024,0.1,0.6322297792775189,0.04907255798076898
5,5,entropy,15.2221938489117,0.1,0.7042266402371272,0.02210791451678557
5,5,entropy,15.63721243784302,0.1,0.7759950840839218,0.039760641884812
5,5,entropy,13.503277591505961,0.2,0.5461941964593177,0.0275471858970542
5,5,entropy,13.80386922135586,0.2,0.5291378454671046,0.008466924032688181
5,5,entropy,14.4409608146024,0.2,0.6881987050200665,0.016239736857228935
5,5,entropy,15.2221938489117,0.2,0.6906209792890851,0.007917655782892734
5,5,entropy,15.63721243784302,0.2,0.8000941810670994,0.04133843938329149
5,5,entropy,13.503277591505961,0.5,0.5192460678137685,0.019569941954886007
5,5,entropy,13.80386922135586,0.5,0.5629692257508384,0.012565746278517195
5,5,entropy,14.4409608146024,0.5,0.6884514180663418,0.016665543279039612
5,5,entropy,15.2221938489117,0.5,0.7054432253244448,0.004761139756301057
