mean,std,max_depth,min_samples_split,criterion,threshold,training_size,n_options
0.5161418889107816,0.015366014457352974,5,2,mse,13.503277591505961,0.1,38
0.5422042672546367,0.03536462208402416,5,2,mse,13.80386922135586,0.1,38
0.6785656421414101,0.02111176608790685,5,2,mse,14.4409608146024,0.1,38
0.686001085688491,0.0313570571909428,5,2,mse,15.2221938489117,0.1,38
0.6319216534471179,0.10704164128835436,5,2,mse,15.63721243784302,0.1,38
0.5214467795138427,0.01376285063211999,5,2,mse,13.503277591505961,0.2,38
0.536845178240277,0.021221766978719813,5,2,mse,13.80386922135586,0.2,38
0.6941997800400861,0.014243435847714701,5,2,mse,14.4409608146024,0.2,38
0.6779843900698078,0.02573605599091331,5,2,mse,15.2221938489117,0.2,38
0.6003463619182259,0.10504911179577978,5,2,mse,15.63721243784302,0.2,38
0.5220852879369158,0.01126105725150695,5,2,mse,13.503277591505961,0.5,38
0.535150023229486,0.008568523925435894,5,2,mse,13.80386922135586,0.5,38
0.7060093979613684,0.009807285087582258,5,2,mse,14.4409608146024,0.5,38
0.6941454925323758,0.007941174133094205,5,2,mse,15.2221938489117,0.5,38
0.5321716497687422,0.06151650933686721,5,2,mse,15.63721243784302,0.5,38
0.5118778099218888,0.011888840482531684,5,2,mse,13.503277591505961,0.7,38
0.53384901738929,0.009812557606479172,5,2,mse,13.80386922135586,0.7,38
0.7037679825834714,0.016222541286433252,5,2,mse,14.4409608146024,0.7,38
0.6950848734745927,0.009092808735198283,5,2,mse,15.2221938489117,0.7,38
0.5357856810262167,0.06499426033566257,5,2,mse,15.63721243784302,0.7,38
0.5226468500573569,0.015591282804356545,5,2,friedman_mse,13.503277591505961,0.1,38
0.5387902089325646,0.031754744735830225,5,2,friedman_mse,13.80386922135586,0.1,38
0.6769544064723739,0.019127729422744412,5,2,friedman_mse,14.4409608146024,0.1,38
0.6815091363664696,0.03316889032225221,5,2,friedman_mse,15.2221938489117,0.1,38
0.6218608605744046,0.11232027460379948,5,2,friedman_mse,15.63721243784302,0.1,38
0.5214101955992437,0.014227619272256374,5,2,friedman_mse,13.503277591505961,0.2,38
0.5341709997356805,0.021767443154640045,5,2,friedman_mse,13.80386922135586,0.2,38
0.6959109950252726,0.01278919135045043,5,2,friedman_mse,14.4409608146024,0.2,38
0.6917513884858457,0.02388563300128365,5,2,friedman_mse,15.2221938489117,0.2,38
0.5973487452899362,0.09901881668543534,5,2,friedman_mse,15.63721243784302,0.2,38
0.5117728474758112,0.0121343690001178,5,2,friedman_mse,13.503277591505961,0.5,38
0.5324471285086065,0.009812770750255469,5,2,friedman_mse,13.80386922135586,0.5,38
0.7040292422756556,0.004256023995136527,5,2,friedman_mse,14.4409608146024,0.5,38
0.6950826070507887,0.010795042353017748,5,2,friedman_mse,15.2221938489117,0.5,38
0.529491911511065,0.06335766680611013,5,2,friedman_mse,15.63721243784302,0.5,38
0.5167900345683816,0.01360358843875737,5,2,friedman_mse,13.503277591505961,0.7,38
0.5387479886502795,0.009826397535042925,5,2,friedman_mse,13.80386922135586,0.7,38
0.7005311753677932,0.009687388607213005,5,2,friedman_mse,14.4409608146024,0.7,38
0.6940183269151879,0.013381424706875727,5,2,friedman_mse,15.2221938489117,0.7,38
0.5279142902643267,0.05727569669832681,5,2,friedman_mse,15.63721243784302,0.7,38
0.5164222092862405,0.013195054198853615,5,5,mse,13.503277591505961,0.1,38
0.5375379659169583,0.029065073854474717,5,5,mse,13.80386922135586,0.1,38
0.6831127958784978,0.011278104628391072,5,5,mse,14.4409608146024,0.1,38
0.6843378449671897,0.03931688241889808,5,5,mse,15.2221938489117,0.1,38
0.6244311999624614,0.10569302826089066,5,5,mse,15.63721243784302,0.1,38
0.5150573970273574,0.012075766945139864,5,5,mse,13.503277591505961,0.2,38
0.5346073390984238,0.026035603013770437,5,5,mse,13.80386922135586,0.2,38
0.6941141304285581,0.008917786094874747,5,5,mse,14.4409608146024,0.2,38
0.6928407558612693,0.019716263779461864,5,5,mse,15.2221938489117,0.2,38
0.5974557836854083,0.11098814071448485,5,5,mse,15.63721243784302,0.2,38
0.5198584701107628,0.012317715405132401,5,5,mse,13.503277591505961,0.5,38
0.5331853990320269,0.006708262140378473,5,5,mse,13.80386922135586,0.5,38
0.701461347169125,0.00783509484295456,5,5,mse,14.4409608146024,0.5,38
0.6976807528416504,0.013004677184042177,5,5,mse,15.2221938489117,0.5,38
0.5371812990537366,0.06087012497288971,5,5,mse,15.63721243784302,0.5,38
0.5178622939135133,0.014361475341545719,5,5,mse,13.503277591505961,0.7,38
0.5365037252132132,0.009332695058008949,5,5,mse,13.80386922135586,0.7,38
0.7003012919833805,0.01097147749857807,5,5,mse,14.4409608146024,0.7,38
0.6984807866482041,0.01422583473933426,5,5,mse,15.2221938489117,0.7,38
0.5152920806801771,0.02987551487032328,5,5,mse,15.63721243784302,0.7,38
0.5209934126909007,0.01592408358487506,5,5,friedman_mse,13.503277591505961,0.1,38
0.5358351381765656,0.0240823841082882,5,5,friedman_mse,13.80386922135586,0.1,38
0.6801215707650624,0.015565165863989943,5,5,friedman_mse,14.4409608146024,0.1,38
0.6805718201156649,0.024142597292192706,5,5,friedman_mse,15.2221938489117,0.1,38
0.6187433327484697,0.10670602725585433,5,5,friedman_mse,15.63721243784302,0.1,38
0.522480127741521,0.015217424340755197,5,5,friedman_mse,13.503277591505961,0.2,38
0.5403073186539409,0.019303537746283076,5,5,friedman_mse,13.80386922135586,0.2,38
0.6955817485214114,0.007533859282205068,5,5,friedman_mse,14.4409608146024,0.2,38
0.6935417457387747,0.020827861969135608,5,5,friedman_mse,15.2221938489117,0.2,38
0.6070450476675268,0.11273047283480125,5,5,friedman_mse,15.63721243784302,0.2,38
0.5178924951311062,0.013677329913335359,5,5,friedman_mse,13.503277591505961,0.5,38
0.5388003735106361,0.011311076637267286,5,5,friedman_mse,13.80386922135586,0.5,38
0.7027403971382209,0.00519353066617826,5,5,friedman_mse,14.4409608146024,0.5,38
0.6957886257285723,0.006601255246836936,5,5,friedman_mse,15.2221938489117,0.5,38
