max_depth,min_samples_split,criterion,threshold,training_size,gap,n_options,mean,std
5,2,mse,960.0,0.2,2640.0,6,0.7915423372060169,0.11274111693533755
5,2,mse,960.0,0.2,2640.0,7,0.8049896519831604,0.11529859248848866
5,2,mse,960.0,0.2,2640.0,8,0.79680374878917,0.08561856477092894
5,2,mse,960.0,0.2,1427.65625,1,0.5,0.0
5,2,mse,960.0,0.2,1427.65625,2,0.5,0.0
5,2,mse,960.0,0.2,1427.65625,3,0.5551163208410881,0.0872434706032303
5,2,mse,960.0,0.2,1427.65625,4,0.7055013483938054,0.12112870984876756
5,2,mse,960.0,0.2,1427.65625,5,0.8214476384349606,0.047149091443028424
5,2,mse,960.0,0.2,1427.65625,6,0.8026554950801374,0.0779168612461058
5,2,mse,960.0,0.2,1427.65625,7,0.8093101284480936,0.08147077257827305
5,2,mse,960.0,0.2,1427.65625,8,0.8174201714194755,0.06940119730180254
5,2,mse,960.0,0.2,713.828125,1,0.5,0.0
5,2,mse,960.0,0.2,713.828125,2,0.5043859649122806,0.019614631381577086
5,2,mse,960.0,0.2,713.828125,3,0.5257520379230906,0.06545710497065199
5,2,mse,960.0,0.2,713.828125,4,0.6867324577252301,0.10785037004882264
5,2,mse,960.0,0.2,713.828125,5,0.7672802648927123,0.10200989250021845
5,2,mse,960.0,0.2,713.828125,6,0.8086436465242788,0.06475482638445205
5,2,mse,960.0,0.2,713.828125,7,0.8234910253393217,0.08571203605341056
5,2,mse,960.0,0.2,713.828125,8,0.806248321302032,0.08403378865728049
5,2,mse,960.0,0.2,356.9140625,1,0.5,0.0
5,2,mse,960.0,0.2,356.9140625,2,0.5,0.0
5,2,mse,960.0,0.2,356.9140625,3,0.5840176793650693,0.11552420492933675
5,2,mse,960.0,0.2,356.9140625,4,0.6910219202331823,0.11816412807608902
5,2,mse,960.0,0.2,356.9140625,5,0.8110980915413635,0.08049312134243418
5,2,mse,960.0,0.2,356.9140625,6,0.8194605904173713,0.06790381898882362
5,2,mse,960.0,0.2,356.9140625,7,0.8224515043552362,0.10371977190960562
5,2,mse,960.0,0.2,356.9140625,8,0.7732190023673051,0.11017346528297375
5,2,mse,1020.0,0.2,2640.0,1,0.5,0.0
5,2,mse,1020.0,0.2,2640.0,2,0.5,0.0
5,2,mse,1020.0,0.2,2640.0,3,0.679316626047955,0.1279096743804162
5,2,mse,1020.0,0.2,2640.0,4,0.8067070485983994,0.0530797243924976
5,2,mse,1020.0,0.2,2640.0,5,0.8260300501735147,0.04493887564432633
5,2,mse,1020.0,0.2,2640.0,6,0.8310579093454894,0.09163526401414318
5,2,mse,1020.0,0.2,2640.0,7,0.8314863603703797,0.05205273107402184
5,2,mse,1020.0,0.2,2640.0,8,0.8322839078829581,0.05268003952604604
5,2,mse,1020.0,0.2,1427.65625,1,0.5,0.0
5,2,mse,1020.0,0.2,1427.65625,2,0.5,0.0
5,2,mse,1020.0,0.2,1427.65625,3,0.6437375245528121,0.09198249136837373
5,2,mse,1020.0,0.2,1427.65625,4,0.8039181540693295,0.048701203832206545
5,2,mse,1020.0,0.2,1427.65625,5,0.8415676044958514,0.06044931820914001
5,2,mse,1020.0,0.2,1427.65625,6,0.8464210768983447,0.04135270224651743
5,2,mse,1020.0,0.2,1427.65625,7,0.7973797081966671,0.06808200133187824
5,2,mse,1020.0,0.2,1427.65625,8,0.8323807119859687,0.05441886849883366
5,2,mse,1020.0,0.2,713.828125,1,0.5,0.0
5,2,mse,1020.0,0.2,713.828125,2,0.5,0.0
5,2,mse,1020.0,0.2,713.828125,3,0.6507987952834464,0.08431398801240404
5,2,mse,1020.0,0.2,713.828125,4,0.8047333289458927,0.04400666834499111
5,2,mse,1020.0,0.2,713.828125,5,0.8240708758271135,0.08866512707268515
5,2,mse,1020.0,0.2,713.828125,6,0.8256856160604779,0.0528108775761336
5,2,mse,1020.0,0.2,713.828125,7,0.8355114670930671,0.06130659506747691
5,2,mse,1020.0,0.2,713.828125,8,0.8317833611966051,0.03642361238186731
5,2,mse,1020.0,0.2,356.9140625,1,0.5,0.0
5,2,mse,1020.0,0.2,356.9140625,2,0.5,0.0
5,2,mse,1020.0,0.2,356.9140625,3,0.7311744491746054,0.1125579858529663
5,2,mse,1020.0,0.2,356.9140625,4,0.8347637099554607,0.04038230233083861
5,2,mse,1020.0,0.2,356.9140625,5,0.8353040881013547,0.05495866743158931
5,2,mse,1020.0,0.2,356.9140625,6,0.8460901791084678,0.05086642074254452
5,2,mse,1020.0,0.2,356.9140625,7,0.8024530011499682,0.06285196109823211
5,2,mse,1020.0,0.2,356.9140625,8,0.8221323594913853,0.04782786416953618
5,2,mse,1215.0,0.2,2640.0,1,0.512987012987013,0.058079687727267286
5,2,mse,1215.0,0.2,2640.0,2,0.5854655878333126,0.08009680483471099
5,2,mse,1215.0,0.2,2640.0,3,0.7913901572809647,0.03635143599275864
5,2,mse,1215.0,0.2,2640.0,4,0.8054150663366482,0.03562657365223074
5,2,mse,1215.0,0.2,2640.0,5,0.8568884034536046,0.024887964983454854
5,2,mse,1215.0,0.2,2640.0,6,0.840360816736559,0.03230238310548399
5,2,mse,1215.0,0.2,2640.0,7,0.8420983520289956,0.030190229936689725
5,2,mse,1215.0,0.2,2640.0,8,0.8425219600678119,0.03528118230679438
5,2,mse,1215.0,0.2,1427.65625,1,0.5275790119387681,0.08489445070318415
5,2,mse,1215.0,0.2,1427.65625,2,0.6001000514975918,0.08882894284240626
5,2,mse,1215.0,0.2,1427.65625,3,0.7845347863605032,0.03177412956371784
5,2,mse,1215.0,0.2,1427.65625,4,0.8181554487235069,0.022686825899668108
5,2,mse,1215.0,0.2,1427.65625,5,0.8452685268817914,0.048476784414837076
5,2,mse,1215.0,0.2,1427.65625,6,0.8482788867683289,0.02891787965049959
5,2,mse,1215.0,0.2,1427.65625,7,0.850621605263101,0.02715546788049729
5,2,mse,1215.0,0.2,1427.65625,8,0.8258689914425851,0.053750574299552524
5,2,mse,1215.0,0.2,713.828125,1,0.5993820111677164,0.1390576536328167
5,2,mse,1215.0,0.2,713.828125,2,0.6514175222093436,0.06698481916704942
5,2,mse,1215.0,0.2,713.828125,3,0.7998402804907077,0.04369894016754587
5,2,mse,1215.0,0.2,713.828125,4,0.8158660749431513,0.026385289127042084
5,2,mse,1215.0,0.2,713.828125,5,0.8554581744971029,0.0323127972735325
5,2,mse,1215.0,0.2,713.828125,6,0.8424324297557062,0.04358745079002098
5,2,mse,1215.0,0.2,713.828125,7,0.8397912272355776,0.02943254605030776
5,2,mse,1215.0,0.2,713.828125,8,0.8397198053906921,0.03590566778915549
5,2,mse,1215.0,0.2,356.9140625,1,0.7284958773935089,0.11783728950347654
5,2,mse,1215.0,0.2,356.9140625,2,0.7295900482840959,0.09696368070371562
5,2,mse,1215.0,0.2,356.9140625,3,0.7978026046281823,0.04337479245592195
5,2,mse,1215.0,0.2,356.9140625,4,0.8223241731334989,0.022175798277253585
5,2,mse,1215.0,0.2,356.9140625,5,0.8381918758390643,0.05339611872215217
5,2,mse,1215.0,0.2,356.9140625,6,0.8561673341849094,0.02610827999370762
5,2,mse,1215.0,0.2,356.9140625,7,0.8215653490004857,0.04260031628979027
5,2,mse,1215.0,0.2,356.9140625,8,0.8557843578151075,0.02660145743142001
5,2,mse,1974.0000000000005,0.2,2640.0,1,0.8127950098284403,0.010827713776709212
5,2,mse,1974.0000000000005,0.2,2640.0,2,0.9186718177280475,0.007116232646916274
5,2,mse,1974.0000000000005,0.2,2640.0,3,0.9181783846242935,0.006302260606561883
5,2,mse,1974.0000000000005,0.2,2640.0,4,0.8681216725296309,0.07417505316048367
5,2,mse,1974.0000000000005,0.2,2640.0,5,0.8698786853086234,0.07460845131712293
5,2,mse,1974.0000000000005,0.2,2640.0,6,0.8917817092895246,0.049598001783721785
5,2,mse,1974.0000000000005,0.2,2640.0,7,0.8293813169043537,0.07726851345216877
5,2,mse,1974.0000000000005,0.2,2640.0,8,0.8378660047126456,0.06278680465138635
5,2,mse,1974.0000000000005,0.2,1427.65625,1,0.794614194566634,0.07023124762855086
5,2,mse,1974.0000000000005,0.2,1427.65625,2,0.9196366681525412,0.00618499057049378
5,2,mse,1974.0000000000005,0.2,1427.65625,3,0.9163963781953249,0.00787161693906547
5,2,mse,1974.0000000000005,0.2,1427.65625,4,0.9063388960966524,0.04100224990860533
5,2,mse,1974.0000000000005,0.2,1427.65625,5,0.909869603288793,0.04224961938808005
5,2,mse,1974.0000000000005,0.2,1427.65625,6,0.8701051870299376,0.06323713670823526
5,2,mse,1974.0000000000005,0.2,1427.65625,7,0.8685255527996066,0.06783612520411486
5,2,mse,1974.0000000000005,0.2,1427.65625,8,0.8493330358989659,0.06336316456954046
5,2,mse,1974.0000000000005,0.2,713.828125,1,0.7211020693872988,0.1486523557056781
5,2,mse,1974.0000000000005,0.2,713.828125,2,0.9185196675439162,0.006088512166568264
5,2,mse,1974.0000000000005,0.2,713.828125,3,0.9175199174594588,0.006832510841727567
5,2,mse,1974.0000000000005,0.2,713.828125,4,0.8732975684624107,0.08146321537179022
5,2,mse,1974.0000000000005,0.2,713.828125,5,0.8599945492255519,0.06003957738765422
5,2,mse,1974.0000000000005,0.2,713.828125,6,0.8603045471056022,0.07460365126498338
5,2,mse,1974.0000000000005,0.2,713.828125,7,0.8790077474255904,0.05750477881841371
5,2,mse,1974.0000000000005,0.2,713.828125,8,0.823993564949862,0.09301679904844011
5,2,mse,1974.0000000000005,0.2,356.9140625,1,0.6255947738240037,0.15788842993884444
5,2,mse,1974.0000000000005,0.2,356.9140625,2,0.9201058444299862,0.00917633119662852
5,2,mse,1974.0000000000005,0.2,356.9140625,3,0.9023078916815175,0.04953478529830307
5,2,mse,1974.0000000000005,0.2,356.9140625,4,0.8881777016816388,0.06772873595230167
5,2,mse,1974.0000000000005,0.2,356.9140625,5,0.8737130619015092,0.08034161450820716
5,2,mse,1974.0000000000005,0.2,356.9140625,6,0.8703818815234363,0.07329890176722474
5,2,mse,1974.0000000000005,0.2,356.9140625,7,0.8702382971664336,0.062359564267194384
5,2,mse,1974.0000000000005,0.2,356.9140625,8,0.8518903631110382,0.06382030487722723
5,2,mse,2160.0,0.2,2640.0,1,0.681356367222339,0.13662733503151678
5,2,mse,2160.0,0.2,2640.0,2,0.8722447783405931,0.009154224377607127
5,2,mse,2160.0,0.2,2640.0,3,0.8150646253983498,0.07768840215927733
5,2,mse,2160.0,0.2,2640.0,4,0.8466516958693244,0.08832872077890862
5,2,mse,2160.0,0.2,2640.0,5,0.8157878186184492,0.07504196135975866
5,2,mse,2160.0,0.2,2640.0,6,0.7904315039017378,0.11661887753055528
5,2,mse,2160.0,0.2,2640.0,7,0.7831748892070788,0.10122167239293796
5,2,mse,2160.0,0.2,2640.0,8,0.7645000690855632,0.09666817906165648
5,2,mse,2160.0,0.2,1427.65625,1,0.5817420044607584,0.12820994411537348
5,2,mse,2160.0,0.2,1427.65625,2,0.8333165281277518,0.11426433535477054
5,2,mse,2160.0,0.2,1427.65625,3,0.7652556233290048,0.14701729848225314
5,2,mse,2160.0,0.2,1427.65625,4,0.8315469277316871,0.11394438428943286
5,2,mse,2160.0,0.2,1427.65625,5,0.8337408648352731,0.06246705119248643
5,2,mse,2160.0,0.2,1427.65625,6,0.8150486289811016,0.08777116253134305
5,2,mse,2160.0,0.2,1427.65625,7,0.7888769059903623,0.06840883765161407
5,2,mse,2160.0,0.2,1427.65625,8,0.7651782272627428,0.08174703218202213
5,2,mse,2160.0,0.2,713.828125,1,0.5,0.0
5,2,mse,2160.0,0.2,713.828125,2,0.7975762924579379,0.15276899243649397
5,2,mse,2160.0,0.2,713.828125,3,0.7975768368410507,0.10432496037025088
5,2,mse,2160.0,0.2,713.828125,4,0.8201255758137813,0.1008144892567329
5,2,mse,2160.0,0.2,713.828125,5,0.8478772099783107,0.06928434296403245
5,2,mse,2160.0,0.2,713.828125,6,0.8145866292073143,0.11104304622781609
5,2,mse,2160.0,0.2,713.828125,7,0.7563213587874342,0.11490935259025077
5,2,mse,2160.0,0.2,713.828125,8,0.769387958936171,0.09984017512955934
5,2,mse,2160.0,0.2,356.9140625,1,0.5,0.0
5,2,mse,2160.0,0.2,356.9140625,2,0.7217116016374179,0.1858625785264748
5,2,mse,2160.0,0.2,356.9140625,3,0.7631801347494046,0.09908596127181997
5,2,mse,2160.0,0.2,356.9140625,4,0.8637481727442008,0.07757776079990504
5,2,mse,2160.0,0.2,356.9140625,5,0.815242661443337,0.09222754659135816
5,2,mse,2160.0,0.2,356.9140625,6,0.7796034348804862,0.1034383490589058
5,2,mse,2160.0,0.2,356.9140625,7,0.8150964328591999,0.09555280099282616
5,2,mse,2160.0,0.2,356.9140625,8,0.7603534583413065,0.09703714350502742
5,2,mse,960.0,0.5,2640.0,1,0.5,0.0
5,2,mse,960.0,0.5,2640.0,2,0.5,0.0
5,2,mse,960.0,0.5,2640.0,3,0.5,0.0
5,2,mse,960.0,0.5,2640.0,4,0.6421554373344234,0.03819853643646826
5,2,mse,960.0,0.5,2640.0,5,0.8045098480000588,0.052460143281909045
5,2,mse,960.0,0.5,2640.0,6,0.8076806775123136,0.0851654545513615
5,2,mse,960.0,0.5,2640.0,7,0.8338866100075781,0.06681737368904078
5,2,mse,960.0,0.5,2640.0,8,0.8306250816892309,0.059338751114001685
5,2,mse,960.0,0.5,1427.65625,1,0.5,0.0
5,2,mse,960.0,0.5,1427.65625,2,0.5,0.0
5,2,mse,960.0,0.5,1427.65625,3,0.5,0.0
5,2,mse,960.0,0.5,1427.65625,4,0.6469940575945479,0.05395786601063087
5,2,mse,960.0,0.5,1427.65625,5,0.810546080253513,0.05480265473641897
5,2,mse,960.0,0.5,1427.65625,6,0.8102999955297641,0.05451424440561934
5,2,mse,960.0,0.5,1427.65625,7,0.8348105133419838,0.07530226669345341
5,2,mse,960.0,0.5,1427.65625,8,0.8389713955544895,0.0666448589067687
5,2,mse,960.0,0.5,713.828125,1,0.5,0.0
5,2,mse,960.0,0.5,713.828125,2,0.5,0.0
5,2,mse,960.0,0.5,713.828125,3,0.5061862835959221,0.027665901297147532
