mean,std,max_depth,min_samples_split,criterion,threshold,training_size
0.5,0.0,5,2,mse,960.0,0.1
0.5269257902417873,0.0828764373024205,5,2,mse,1020.0,0.1
0.7895239250158246,0.009649284338108233,5,2,mse,1215.0,0.1
0.5456439104035921,0.11147858493320731,5,2,mse,1974.0000000000005,0.1
0.5,0.0,5,2,mse,2160.0,0.1
0.5191352862930043,0.046969021520580315,5,2,mse,960.0,0.1
0.5326238604039232,0.052265039991133785,5,2,mse,1020.0,0.1
0.8036112963240283,0.04650615777947001,5,2,mse,1215.0,0.1
0.8285356308879328,0.17051098643143647,5,2,mse,1974.0000000000005,0.1
0.5314292960032461,0.09793166808914046,5,2,mse,2160.0,0.1
0.6719950100301751,0.17603108816164104,5,2,mse,960.0,0.1
0.8349980902427214,0.11471077598897476,5,2,mse,1020.0,0.1
0.8135755435699406,0.02807530509996879,5,2,mse,1215.0,0.1
0.8314732338458999,0.08599446125640198,5,2,mse,1974.0000000000005,0.1
0.6257768129604788,0.13775277405837397,5,2,mse,2160.0,0.1
0.7949917067941701,0.128811982719866,5,2,mse,960.0,0.1
0.7977467622431338,0.10269949782273702,5,2,mse,1020.0,0.1
0.7770858831732516,0.07772683736720726,5,2,mse,1215.0,0.1
0.7667495526479849,0.15127311921928815,5,2,mse,1974.0000000000005,0.1
0.6616514156847193,0.1654068651780492,5,2,mse,2160.0,0.1
0.79736147898377,0.11115690446339796,5,2,mse,960.0,0.1
0.8502398907987139,0.07034005263520665,5,2,mse,1020.0,0.1
0.8361671390060266,0.043759359222931137,5,2,mse,1215.0,0.1
0.8516622272920344,0.07304568959072705,5,2,mse,1974.0000000000005,0.1
0.7295212705477818,0.13677753800060216,5,2,mse,2160.0,0.1
0.7418206255113375,0.13875181578356105,5,2,mse,960.0,0.1
0.7890503814783523,0.07111205641949445,5,2,mse,1020.0,0.1
0.8122749555438187,0.03681012775430005,5,2,mse,1215.0,0.1
0.829243434384747,0.06414663559472066,5,2,mse,1974.0000000000005,0.1
0.7562380127350805,0.11375843881126906,5,2,mse,2160.0,0.1
0.7490035440448651,0.10709866225211293,5,2,mse,960.0,0.1
0.8064858267093158,0.07955781143323369,5,2,mse,1020.0,0.1
0.8197654787763264,0.03600664217667758,5,2,mse,1215.0,0.1
0.816160362104319,0.08400408013561918,5,2,mse,1974.0000000000005,0.1
0.71574955248023,0.11596521868353309,5,2,mse,2160.0,0.1
0.7629428575186409,0.11413439247004051,5,2,mse,960.0,0.1
0.7661957527395463,0.11643522521683669,5,2,mse,1020.0,0.1
0.8119592414625669,0.040279352452177515,5,2,mse,1215.0,0.1
0.8514943344425114,0.07848836542733452,5,2,mse,1974.0000000000005,0.1
0.7928608758478515,0.07620346885848046,5,2,mse,2160.0,0.1
0.5,0.0,5,2,mse,960.0,0.2
0.5,0.0,5,2,mse,1020.0,0.2
0.796031228135365,0.013916685432298181,5,2,mse,1215.0,0.2
0.51484375,0.06638326808202501,5,2,mse,1974.0000000000005,0.2
0.5,0.0,5,2,mse,2160.0,0.2
0.5063782051282051,0.028524200482208856,5,2,mse,960.0,0.2
0.5172474356624027,0.03795550539156777,5,2,mse,1020.0,0.2
0.8107160448457099,0.04580716905982053,5,2,mse,1215.0,0.2
0.8781759038193278,0.12945860155122874,5,2,mse,1974.0000000000005,0.2
0.5,0.0,5,2,mse,2160.0,0.2
0.6599469632599897,0.13250041063624468,5,2,mse,960.0,0.2
0.8412744193248873,0.10848461193223301,5,2,mse,1020.0,0.2
0.8159459391956645,0.028994934717374847,5,2,mse,1215.0,0.2
0.814777656610399,0.1295027418570381,5,2,mse,1974.0000000000005,0.2
0.5897680919962796,0.12573395995750472,5,2,mse,2160.0,0.2
0.752191008746947,0.11399949338535002,5,2,mse,960.0,0.2
0.8447526589547542,0.0731642619344817,5,2,mse,1020.0,0.2
0.8355284838606153,0.028704206539047,5,2,mse,1215.0,0.2
0.8559441278384,0.06578401194633011,5,2,mse,1974.0000000000005,0.2
0.760716059394646,0.12396805809403694,5,2,mse,2160.0,0.2
0.817828904312675,0.08360044825426063,5,2,mse,960.0,0.2
0.875276953692457,0.03761758348254242,5,2,mse,1020.0,0.2
0.847446697682218,0.03475987662441442,5,2,mse,1215.0,0.2
0.8563802086021604,0.07592069737388056,5,2,mse,1974.0000000000005,0.2
0.7707419035652125,0.11096151049074106,5,2,mse,2160.0,0.2
0.8231284441167921,0.04951638265176348,5,2,mse,960.0,0.2
0.8438668096553992,0.05011715974790441,5,2,mse,1020.0,0.2
0.8568584712609724,0.030392163726203656,5,2,mse,1215.0,0.2
0.8680277051127152,0.05859960744286847,5,2,mse,1974.0000000000005,0.2
0.7955235491638554,0.09850666641739741,5,2,mse,2160.0,0.2
0.8319518835765594,0.0793300829648009,5,2,mse,960.0,0.2
0.8316108886941637,0.08191235050996505,5,2,mse,1020.0,0.2
0.8511108424910777,0.029081184692284746,5,2,mse,1215.0,0.2
0.8755698651166611,0.0677411311631417,5,2,mse,1974.0000000000005,0.2
0.7894729942531664,0.10547275400726858,5,2,mse,2160.0,0.2
0.8133450952021443,0.08096612671372765,5,2,mse,960.0,0.2
0.8435728852694743,0.04810171874154267,5,2,mse,1020.0,0.2
0.8500674204641891,0.042753893804643464,5,2,mse,1215.0,0.2
0.8412567702219883,0.07540177627187586,5,2,mse,1974.0000000000005,0.2
0.7470792244990643,0.10577716227621406,5,2,mse,2160.0,0.2
0.5,0.0,5,2,mse,960.0,0.5
0.5,0.0,5,2,mse,1020.0,0.5
0.7977264969495392,0.033424439486546775,5,2,mse,1215.0,0.5
0.5,0.0,5,2,mse,1974.0000000000005,0.5
0.5,0.0,5,2,mse,2160.0,0.5
0.5,0.0,5,2,mse,960.0,0.5
0.5089377289377289,0.027840451283419762,5,2,mse,1020.0,0.5
0.8135038631558709,0.03430663062117425,5,2,mse,1215.0,0.5
0.9206475888730866,0.014125993919740985,5,2,mse,1974.0000000000005,0.5
0.5,0.0,5,2,mse,2160.0,0.5
0.67281770310844,0.10155669956091327,5,2,mse,960.0,0.5
0.9055015888374166,0.023701477192324287,5,2,mse,1020.0,0.5
0.8301598068355158,0.03670473312114342,5,2,mse,1215.0,0.5
0.8927781872517725,0.05631784101665297,5,2,mse,1974.0000000000005,0.5
0.5713520471246204,0.11273704112115583,5,2,mse,2160.0,0.5
0.8240846444009213,0.07418790705741761,5,2,mse,960.0,0.5
0.8679106915638565,0.048295015611564344,5,2,mse,1020.0,0.5
0.8320708960980369,0.03611081871434964,5,2,mse,1215.0,0.5
0.8859648131591904,0.06140801911251087,5,2,mse,1974.0000000000005,0.5
0.7860155368856678,0.08137212920851919,5,2,mse,2160.0,0.5
0.8258029577789188,0.06823356267678231,5,2,mse,960.0,0.5
0.892330096052064,0.0471619553773216,5,2,mse,1020.0,0.5
0.8568022700788781,0.033074733616825405,5,2,mse,1215.0,0.5
0.9014394270922932,0.047915566834753155,5,2,mse,1974.0000000000005,0.5
0.8399663949748654,0.05366469964865031,5,2,mse,2160.0,0.5
0.8364763289044314,0.05854443054079085,5,2,mse,960.0,0.5
0.8633145860497005,0.0390879995923043,5,2,mse,1020.0,0.5
0.8622035306960717,0.02791918554856622,5,2,mse,1215.0,0.5
0.8863136463807901,0.04433238526094775,5,2,mse,1974.0000000000005,0.5
0.8607050296904134,0.06247640653403864,5,2,mse,2160.0,0.5
0.8726575629117104,0.06889814876673947,5,2,mse,960.0,0.5
0.8670609024798219,0.04513600583998826,5,2,mse,1020.0,0.5
0.8693187114697247,0.03387169834057672,5,2,mse,1215.0,0.5
0.879826614608396,0.044288985231983956,5,2,mse,1974.0000000000005,0.5
0.8488429667750601,0.09412195061251274,5,2,mse,2160.0,0.5
0.8451918667413321,0.07840092240059246,5,2,mse,960.0,0.5
0.8502527648455152,0.05324888692183252,5,2,mse,1020.0,0.5
0.8681778045919304,0.02234305924246724,5,2,mse,1215.0,0.5
0.8782255075550405,0.04320378735561668,5,2,mse,1974.0000000000005,0.5
0.8402380860702483,0.05949646011988885,5,2,mse,2160.0,0.5
0.5,0.0,5,2,mse,960.0,0.7
0.5,0.0,5,2,mse,1020.0,0.7
0.7879407657168132,0.04124463292546255,5,2,mse,1215.0,0.7
0.5,0.0,5,2,mse,1974.0000000000005,0.7
0.5,0.0,5,2,mse,2160.0,0.7
0.5,0.0,5,2,mse,960.0,0.7
0.5,0.0,5,2,mse,1020.0,0.7
0.8319688082703683,0.04851024573839182,5,2,mse,1215.0,0.7
0.9105003687871249,0.023901824626552923,5,2,mse,1974.0000000000005,0.7
0.5,0.0,5,2,mse,2160.0,0.7
0.6665722744067148,0.09983755686787646,5,2,mse,960.0,0.7
0.9065462683654788,0.04225689154996443,5,2,mse,1020.0,0.7
0.8277947716495531,0.03890588048900039,5,2,mse,1215.0,0.7
0.8489641930650587,0.11056998970663849,5,2,mse,1974.0000000000005,0.7
0.5083333333333334,0.03726779962499651,5,2,mse,2160.0,0.7
0.8401113718748924,0.06752380492677165,5,2,mse,960.0,0.7
0.8310807150294852,0.06409073526831907,5,2,mse,1020.0,0.7
0.8518438374437236,0.035473337085789924,5,2,mse,1215.0,0.7
0.8703714141699708,0.056109113492162105,5,2,mse,1974.0000000000005,0.7
0.7638668621815323,0.06652074642432888,5,2,mse,2160.0,0.7
0.8029770408163264,0.07293957018931883,5,2,mse,960.0,0.7
0.8856533035651829,0.043316924499200715,5,2,mse,1020.0,0.7
0.8493955183681114,0.028711128111670866,5,2,mse,1215.0,0.7
0.8937094950960219,0.05500141838293556,5,2,mse,1974.0000000000005,0.7
0.8450738197963501,0.046036735154235175,5,2,mse,2160.0,0.7
0.8290683951373049,0.07516737304675047,5,2,mse,960.0,0.7
0.902931317974249,0.04061640955006924,5,2,mse,1020.0,0.7
0.8655684726886304,0.042683553865633994,5,2,mse,1215.0,0.7
0.9034100247148146,0.050136212510652096,5,2,mse,1974.0000000000005,0.7
0.8902158815359424,0.07301860543768311,5,2,mse,2160.0,0.7
0.9083632144511705,0.08029359438154644,5,2,mse,960.0,0.7
0.878358836171756,0.05190846246364205,5,2,mse,1020.0,0.7
0.8619395506392292,0.03620479892251013,5,2,mse,1215.0,0.7
0.8931108740611243,0.055881448376873526,5,2,mse,1974.0000000000005,0.7
0.9267585362210122,0.07160457138790398,5,2,mse,2160.0,0.7
0.8838695296663646,0.0715807518018187,5,2,mse,960.0,0.7
0.8541159861018087,0.06900517227048986,5,2,mse,1020.0,0.7
0.8800154232583075,0.042233866569812456,5,2,mse,1215.0,0.7
0.8723209217346449,0.07535890912884549,5,2,mse,1974.0000000000005,0.7
0.8452881233265893,0.1323776734611961,5,2,mse,2160.0,0.7
0.5,0.0,5,2,friedman_mse,960.0,0.1
0.5284795321637427,0.08776203944867636,5,2,friedman_mse,1020.0,0.1
0.7902334871924939,0.010508751348446407,5,2,friedman_mse,1215.0,0.1
0.5,0.0,5,2,friedman_mse,1974.0000000000005,0.1
0.5,0.0,5,2,friedman_mse,2160.0,0.1
0.5056216216216216,0.025140656179457085,5,2,friedman_mse,960.0,0.1
0.5248878568558769,0.05129731851701257,5,2,friedman_mse,1020.0,0.1
0.7925415314068239,0.059618790560456325,5,2,friedman_mse,1215.0,0.1
0.8695613294231654,0.12892015407498958,5,2,friedman_mse,1974.0000000000005,0.1
0.5546882655561,0.13358611402972106,5,2,friedman_mse,2160.0,0.1
0.6638467285772843,0.15215996808187848,5,2,friedman_mse,960.0,0.1
0.8041421644183705,0.12665251680793058,5,2,friedman_mse,1020.0,0.1
0.8020556225206826,0.05864839435012964,5,2,friedman_mse,1215.0,0.1
0.7496945217170499,0.13921282162614415,5,2,friedman_mse,1974.0000000000005,0.1
