max_depth,min_samples_split,criterion,n_options,training_size,threshold,mean
10,2,gini,9468,0.1,18760656,0.8014592291369504
10,2,gini,9468,0.1,18760656,0.8176213105594665
10,2,gini,9468,0.1,21436619,0.8561507005545379
10,2,gini,9468,0.1,21436619,0.8518398957100021
10,2,gini,9468,0.1,31443996,0.8862130483851038
10,2,gini,9468,0.1,31443996,0.8887564243076278
10,2,gini,9468,0.1,54346448,0.8801703186918997
10,2,gini,9468,0.1,54346448,0.8825890994398414
10,2,gini,9468,0.1,86467304,0.8579550572409436
10,2,gini,9468,0.1,86467304,0.854167335148962
10,2,gini,9468,0.2,18760656,0.8232847976870263
10,2,gini,9468,0.2,18760656,0.8229090628049028
10,2,gini,9468,0.2,21436619,0.8732398330164591
10,2,gini,9468,0.2,21436619,0.8761013116707386
10,2,gini,9468,0.2,31443996,0.8988519065662985
10,2,gini,9468,0.2,31443996,0.9010333813067132
10,2,gini,9468,0.2,54346448,0.8985960797106469
10,2,gini,9468,0.2,54346448,0.8969157367593957
10,2,gini,9468,0.2,86467304,0.8857329979413636
10,2,gini,9468,0.2,86467304,0.8858577057500026
10,2,gini,9468,0.5,18760656,0.8678962623083022
10,2,gini,9468,0.5,18760656,0.8574932425397357
10,2,gini,9468,0.5,21436619,0.8844309993370941
10,2,gini,9468,0.5,21436619,0.8855101417833369
10,2,gini,9468,0.5,31443996,0.9136050937528044
10,2,gini,9468,0.5,31443996,0.9131347154047234
10,2,gini,9468,0.5,54346448,0.909120064643362
10,2,gini,9468,0.5,54346448,0.9139345356944412
10,2,gini,9468,0.5,86467304,0.9024483100494541
10,2,gini,9468,0.5,86467304,0.90572890159652
10,2,gini,9468,0.7,18760656,0.8609326755741711
10,2,gini,9468,0.7,18760656,0.8453240902193275
10,2,gini,9468,0.7,21436619,0.8918083148690319
10,2,gini,9468,0.7,21436619,0.8878090075760142
10,2,gini,9468,0.7,31443996,0.9174555993646024
10,2,gini,9468,0.7,31443996,0.9169651262943792
10,2,gini,9468,0.7,54346448,0.9195411776232708
10,2,gini,9468,0.7,54346448,0.9149519944024992
10,2,gini,9468,0.7,86467304,0.9133106650169256
10,2,gini,9468,0.7,86467304,0.9071436173267396
10,2,entropy,9468,0.1,18760656,0.7813891412735587
10,2,entropy,9468,0.1,18760656,0.8241839883837194
10,2,entropy,9468,0.1,21436619,0.8687980285363783
10,2,entropy,9468,0.1,21436619,0.8788338121886276
10,2,entropy,9468,0.1,31443996,0.8918435765934565
10,2,entropy,9468,0.1,31443996,0.887063601098621
10,2,entropy,9468,0.1,54346448,0.8865067335932594
10,2,entropy,9468,0.1,54346448,0.8967654889542405
10,2,entropy,9468,0.1,86467304,0.8751737909005839
10,2,entropy,9468,0.1,86467304,0.877562996319555
10,2,entropy,9468,0.2,18760656,0.8066624016317703
