max_depth,min_samples_split,criterion,n_options,training_size,threshold,mean
18,2,gini,300,0.7,86467304,0.9284314613463428
18,2,gini,300,0.7,86467304,0.9229508178214774
18,2,gini,300,0.7,86467304,0.9180170641180104
18,2,gini,300,0.7,86467304,0.9206239654522276
18,2,entropy,100,0.1,18760656,0.8209347698460454
18,2,entropy,100,0.1,18760656,0.8306147578063585
18,2,entropy,100,0.1,18760656,0.8424474521903869
18,2,entropy,100,0.1,18760656,0.8432339570421342
18,2,entropy,100,0.1,18760656,0.835653404460607
18,2,entropy,100,0.1,21436619,0.8677399405009065
18,2,entropy,100,0.1,21436619,0.8715005533838793
18,2,entropy,100,0.1,21436619,0.8731483171248756
18,2,entropy,100,0.1,21436619,0.8687404626815399
18,2,entropy,100,0.1,21436619,0.8685217135989083
18,2,entropy,100,0.1,31443996,0.8989268054932779
18,2,entropy,100,0.1,31443996,0.8961167832958917
18,2,entropy,100,0.1,31443996,0.8988547623520871
18,2,entropy,100,0.1,31443996,0.8967420684608293
18,2,entropy,100,0.1,31443996,0.900921542369096
18,2,entropy,100,0.1,54346448,0.9079837132541732
18,2,entropy,100,0.1,54346448,0.9092082334808764
18,2,entropy,100,0.1,54346448,0.91021355874081
18,2,entropy,100,0.1,54346448,0.9158781472061688
18,2,entropy,100,0.1,54346448,0.917731671593426
18,2,entropy,100,0.1,86467304,0.9112243472054092
18,2,entropy,100,0.1,86467304,0.9052983199807291
18,2,entropy,100,0.1,86467304,0.9031966248266378
18,2,entropy,100,0.1,86467304,0.9002887206179274
18,2,entropy,100,0.1,86467304,0.9126761516804958
18,2,entropy,100,0.2,18760656,0.8536592855046751
18,2,entropy,100,0.2,18760656,0.8443953600727759
18,2,entropy,100,0.2,18760656,0.8386151465381353
18,2,entropy,100,0.2,18760656,0.8496401398681221
18,2,entropy,100,0.2,18760656,0.8340143547205094
18,2,entropy,100,0.2,21436619,0.8812188683427875
18,2,entropy,100,0.2,21436619,0.8851287605021303
18,2,entropy,100,0.2,21436619,0.8784345385678756
18,2,entropy,100,0.2,21436619,0.8808789758466602
18,2,entropy,100,0.2,21436619,0.8809195036042352
18,2,entropy,100,0.2,31443996,0.9051226366228976
18,2,entropy,100,0.2,31443996,0.9080571997114832
18,2,entropy,100,0.2,31443996,0.9064547407610182
18,2,entropy,100,0.2,31443996,0.9069746558072442
18,2,entropy,100,0.2,31443996,0.9060173290917984
18,2,entropy,100,0.2,54346448,0.9187182561248264
18,2,entropy,100,0.2,54346448,0.916712102997022
18,2,entropy,100,0.2,54346448,0.9195260792590624
18,2,entropy,100,0.2,54346448,0.9174870582878344
18,2,entropy,100,0.2,54346448,0.9213076893442076
18,2,entropy,100,0.2,86467304,0.9217592595722496
18,2,entropy,100,0.2,86467304,0.9086561845615078
18,2,entropy,100,0.2,86467304,0.915641514047062
18,2,entropy,100,0.2,86467304,0.9139232597077946
18,2,entropy,100,0.2,86467304,0.9197503161527848
18,2,entropy,100,0.5,18760656,0.8467499235219774
18,2,entropy,100,0.5,18760656,0.8576755253363408
18,2,entropy,100,0.5,18760656,0.8592262004290971
18,2,entropy,100,0.5,18760656,0.8693440585605221
18,2,entropy,100,0.5,18760656,0.8547400726533381
18,2,entropy,100,0.5,21436619,0.8906598027118011
18,2,entropy,100,0.5,21436619,0.8893561211736488
18,2,entropy,100,0.5,21436619,0.8941983014857589
18,2,entropy,100,0.5,21436619,0.8918362551109063
18,2,entropy,100,0.5,21436619,0.8990621122039844
18,2,entropy,100,0.5,31443996,0.9195727556164066
18,2,entropy,100,0.5,31443996,0.9149931656990382
18,2,entropy,100,0.5,31443996,0.917563850359766
18,2,entropy,100,0.5,31443996,0.9133556484363616
18,2,entropy,100,0.5,31443996,0.9156821556725272
18,2,entropy,100,0.5,54346448,0.92495507252687
18,2,entropy,100,0.5,54346448,0.9272061459633588
18,2,entropy,100,0.5,54346448,0.9301147429822412
18,2,entropy,100,0.5,54346448,0.926246927037798
18,2,entropy,100,0.5,54346448,0.92414844166829
18,2,entropy,100,0.5,86467304,0.9209257274331244
18,2,entropy,100,0.5,86467304,0.9298455626985886
18,2,entropy,100,0.5,86467304,0.9331091093410488
18,2,entropy,100,0.5,86467304,0.9275375396675284
18,2,entropy,100,0.5,86467304,0.926882409430016
18,2,entropy,100,0.7,18760656,0.8480771099576339
18,2,entropy,100,0.7,18760656,0.8688428836792461
18,2,entropy,100,0.7,18760656,0.8588011727975629
18,2,entropy,100,0.7,18760656,0.8597734301025842
18,2,entropy,100,0.7,18760656,0.8483757871290547
18,2,entropy,100,0.7,21436619,0.8905918688159484
18,2,entropy,100,0.7,21436619,0.8950349444484995
18,2,entropy,100,0.7,21436619,0.8949749249298861
18,2,entropy,100,0.7,21436619,0.8885854266381459
18,2,entropy,100,0.7,21436619,0.8935950719862638
18,2,entropy,100,0.7,31443996,0.920786721444419
18,2,entropy,100,0.7,31443996,0.9197384118305991
18,2,entropy,100,0.7,31443996,0.9162368750208794
18,2,entropy,100,0.7,31443996,0.923020109283066
18,2,entropy,100,0.7,31443996,0.9182553735626362
18,2,entropy,100,0.7,54346448,0.926987313125876
18,2,entropy,100,0.7,54346448,0.926033662948678
18,2,entropy,100,0.7,54346448,0.9283494980332692
18,2,entropy,100,0.7,54346448,0.933461879047076
18,2,entropy,100,0.7,54346448,0.9313575695543967
18,2,entropy,100,0.7,86467304,0.9344180948662696
18,2,entropy,100,0.7,86467304,0.9245301267709172
18,2,entropy,100,0.7,86467304,0.92878847519462
18,2,entropy,100,0.7,86467304,0.9250485661708484
18,2,entropy,100,0.7,86467304,0.9348305954530748
18,2,entropy,200,0.1,18760656,0.8276134212970376
18,2,entropy,200,0.1,18760656,0.8310816345138168
18,2,entropy,200,0.1,18760656,0.8300973955412771
18,2,entropy,200,0.1,18760656,0.8260310321847485
18,2,entropy,200,0.1,18760656,0.8272141051360153
18,2,entropy,200,0.1,21436619,0.8668460572386352
18,2,entropy,200,0.1,21436619,0.8647164239973695
18,2,entropy,200,0.1,21436619,0.8662631586870826
18,2,entropy,200,0.1,21436619,0.8718162329547605
18,2,entropy,200,0.1,21436619,0.8659361989965058
18,2,entropy,200,0.1,31443996,0.895241334485503
18,2,entropy,200,0.1,31443996,0.8970590275762911
18,2,entropy,200,0.1,31443996,0.8974140034378248
18,2,entropy,200,0.1,31443996,0.895650148617051
18,2,entropy,200,0.1,31443996,0.8969621914136172
18,2,entropy,200,0.1,54346448,0.9047087480989284
18,2,entropy,200,0.1,54346448,0.9135664070305868
18,2,entropy,200,0.1,54346448,0.905475822299152
18,2,entropy,200,0.1,54346448,0.9083158728317544
18,2,entropy,200,0.1,54346448,0.9144591107817376
18,2,entropy,200,0.1,86467304,0.9123961689699441
18,2,entropy,200,0.1,86467304,0.9016087876641656
18,2,entropy,200,0.1,86467304,0.8984526426374362
18,2,entropy,200,0.1,86467304,0.8862024931931218
18,2,entropy,200,0.1,86467304,0.8944049296871397
18,2,entropy,200,0.2,18760656,0.8481544501791358
18,2,entropy,200,0.2,18760656,0.8365877057959522
18,2,entropy,200,0.2,18760656,0.8345217748539089
18,2,entropy,200,0.2,18760656,0.8413594038052867
18,2,entropy,200,0.2,18760656,0.8352400906290951
18,2,entropy,200,0.2,21436619,0.8826706801503819
18,2,entropy,200,0.2,21436619,0.8758038025935508
18,2,entropy,200,0.2,21436619,0.873555338359957
18,2,entropy,200,0.2,21436619,0.8764166585687624
18,2,entropy,200,0.2,21436619,0.8755013095582588
18,2,entropy,200,0.2,31443996,0.9010396467529348
18,2,entropy,200,0.2,31443996,0.9037957011569504
18,2,entropy,200,0.2,31443996,0.9009243317992258
18,2,entropy,200,0.2,31443996,0.9063124466049148
18,2,entropy,200,0.2,31443996,0.9065474041293348
18,2,entropy,200,0.2,54346448,0.9150999762907476
18,2,entropy,200,0.2,54346448,0.9142693919967384
18,2,entropy,200,0.2,54346448,0.9178917330853936
18,2,entropy,200,0.2,54346448,0.9207692071751442
18,2,entropy,200,0.2,54346448,0.9148747348478204
18,2,entropy,200,0.2,86467304,0.9179761027724576
18,2,entropy,200,0.2,86467304,0.9119374264049184
18,2,entropy,200,0.2,86467304,0.9110481608992642
18,2,entropy,200,0.2,86467304,0.9170629429571374
18,2,entropy,200,0.2,86467304,0.9050703297732166
18,2,entropy,200,0.5,18760656,0.8484371502935056
18,2,entropy,200,0.5,18760656,0.8555938155646514
18,2,entropy,200,0.5,18760656,0.8535461788363108
18,2,entropy,200,0.5,18760656,0.8601888240551796
18,2,entropy,200,0.5,18760656,0.8507677877181583
18,2,entropy,200,0.5,21436619,0.8862831771418285
18,2,entropy,200,0.5,21436619,0.8888550637565907
18,2,entropy,200,0.5,21436619,0.8841417829669306
18,2,entropy,200,0.5,21436619,0.891550049635385
18,2,entropy,200,0.5,21436619,0.887606467822269
18,2,entropy,200,0.5,31443996,0.9125521391717764
18,2,entropy,200,0.5,31443996,0.913524354989648
18,2,entropy,200,0.5,31443996,0.9163178695228956
18,2,entropy,200,0.5,31443996,0.9128784009994984
18,2,entropy,200,0.5,31443996,0.9126610802556172
18,2,entropy,200,0.5,54346448,0.9231864622627772
18,2,entropy,200,0.5,54346448,0.925153633987322
18,2,entropy,200,0.5,54346448,0.924059551940796
18,2,entropy,200,0.5,54346448,0.9246105359908308
18,2,entropy,200,0.5,54346448,0.9261968859217168
18,2,entropy,200,0.5,86467304,0.9242545429709242
18,2,entropy,200,0.5,86467304,0.9194238893873206
18,2,entropy,200,0.5,86467304,0.9236037267258332
18,2,entropy,200,0.5,86467304,0.9235440070044788
18,2,entropy,200,0.5,86467304,0.9212967740853824
18,2,entropy,200,0.7,18760656,0.8599888224069397
18,2,entropy,200,0.7,18760656,0.8667553272528012
18,2,entropy,200,0.7,18760656,0.8596001048647284
18,2,entropy,200,0.7,18760656,0.8566829427816678
18,2,entropy,200,0.7,18760656,0.8612242436369759
18,2,entropy,200,0.7,21436619,0.8935055720292435
18,2,entropy,200,0.7,21436619,0.8925271425634069
18,2,entropy,200,0.7,21436619,0.8958164709788867
18,2,entropy,200,0.7,21436619,0.8961472447617338
18,2,entropy,200,0.7,21436619,0.8919732547426681
18,2,entropy,200,0.7,31443996,0.9169496716354926
18,2,entropy,200,0.7,31443996,0.9172173421911868
18,2,entropy,200,0.7,31443996,0.918942576763806
18,2,entropy,200,0.7,31443996,0.9169959348063867
18,2,entropy,200,0.7,31443996,0.9160515255094006
18,2,entropy,200,0.7,54346448,0.9301378856678818
18,2,entropy,200,0.7,54346448,0.927603160308856
18,2,entropy,200,0.7,54346448,0.9294784071190002
18,2,entropy,200,0.7,54346448,0.9288541178174256
18,2,entropy,200,0.7,54346448,0.9262213243345004
18,2,entropy,200,0.7,86467304,0.9289783224865932
18,2,entropy,200,0.7,86467304,0.9256562397056308
18,2,entropy,200,0.7,86467304,0.9308540367049618
18,2,entropy,200,0.7,86467304,0.9269984617940196
18,2,entropy,200,0.7,86467304,0.9285807435179272
18,2,entropy,300,0.1,18760656,0.8265636805441736
18,2,entropy,300,0.1,18760656,0.824953506704037
18,2,entropy,300,0.1,18760656,0.8341193123365691
18,2,entropy,300,0.1,18760656,0.8152409158011171
18,2,entropy,300,0.1,18760656,0.8140741849026092
18,2,entropy,300,0.1,21436619,0.8600553528301763
18,2,entropy,300,0.1,21436619,0.8651575482240184
18,2,entropy,300,0.1,21436619,0.8633882208952004
18,2,entropy,300,0.1,21436619,0.8665754583041341
18,2,entropy,300,0.1,21436619,0.8574769938395298
18,2,entropy,300,0.1,31443996,0.8954990358266127
18,2,entropy,300,0.1,31443996,0.8930931120941832
18,2,entropy,300,0.1,31443996,0.8920312685920849
18,2,entropy,300,0.1,31443996,0.8896076340502406
18,2,entropy,300,0.1,31443996,0.8967106037781098
18,2,entropy,300,0.1,54346448,0.906093916605432
18,2,entropy,300,0.1,54346448,0.9071174286270764
18,2,entropy,300,0.1,54346448,0.9081287776406342
18,2,entropy,300,0.1,54346448,0.9045332656368388
18,2,entropy,300,0.1,54346448,0.9088154948309836
18,2,entropy,300,0.1,86467304,0.903752531494954
18,2,entropy,300,0.1,86467304,0.8903980264710409
18,2,entropy,300,0.1,86467304,0.8866685591544867
18,2,entropy,300,0.1,86467304,0.8957436752846257
18,2,entropy,300,0.1,86467304,0.8952346611399566
18,2,entropy,300,0.2,18760656,0.8335547634766007
18,2,entropy,300,0.2,18760656,0.8255155282263295
18,2,entropy,300,0.2,18760656,0.8370174115334638
