max_depth,min_samples_split,criterion,threshold,training_size,n_options,mean,std
5,2,gini,214.01266666666692,0.1,1,0.5,0.0
5,2,gini,214.01266666666692,0.1,2,0.5186098742797276,0.08322588788439171
5,2,gini,214.01266666666692,0.1,3,0.665525785877072,0.13875303901720887
5,2,gini,214.01266666666692,0.1,4,0.910570867961028,0.06321081133102299
5,2,gini,214.01266666666692,0.1,5,0.8847432597516958,0.07202635056901806
5,2,gini,214.01266666666692,0.1,6,0.8883439438573992,0.04432440544596867
5,2,gini,214.01266666666692,0.1,7,0.8954541103806257,0.04148435400950727
5,2,gini,214.01266666666692,0.1,8,0.8845917338508595,0.05207034370387196
5,2,gini,214.01266666666692,0.1,9,0.9004262341096793,0.038787889461978683
5,2,gini,214.01266666666692,0.1,10,0.8644521169039084,0.0657807038916051
5,2,gini,219.63266666666698,0.1,1,0.5,0.0
5,2,gini,219.63266666666698,0.1,2,0.7415996477796145,0.10430013470882024
5,2,gini,219.63266666666698,0.1,3,0.776892276812857,0.06312772505799762
5,2,gini,219.63266666666698,0.1,4,0.9530883718942041,0.004935802338491246
5,2,gini,219.63266666666698,0.1,5,0.955613616320892,0.0069682916121574495
5,2,gini,219.63266666666698,0.1,6,0.952281990559713,0.02345324626237531
5,2,gini,219.63266666666698,0.1,7,0.9415957814856888,0.030401368279609965
5,2,gini,219.63266666666698,0.1,8,0.9448372162445725,0.029887305873054562
5,2,gini,219.63266666666698,0.1,9,0.94049754116123,0.025635238018016468
5,2,gini,219.63266666666698,0.1,10,0.9381415396281039,0.029651994160137016
5,2,gini,236.9216666666665,0.1,1,0.7368679561874092,0.005656687376223148
5,2,gini,236.9216666666665,0.1,2,0.7359546163782414,0.017570750088864023
5,2,gini,236.9216666666665,0.1,3,0.8557520820282741,0.019282231247912958
5,2,gini,236.9216666666665,0.1,4,0.9352622700803079,0.013092040126030215
5,2,gini,236.9216666666665,0.1,5,0.9346072753450662,0.014632200911748746
5,2,gini,236.9216666666665,0.1,6,0.9325654313023224,0.017027180224614795
5,2,gini,236.9216666666665,0.1,7,0.9232654402414736,0.020752809868270293
5,2,gini,236.9216666666665,0.1,8,0.9131247814113198,0.028380276590792376
5,2,gini,236.9216666666665,0.1,9,0.914668035979995,0.021369286055285715
5,2,gini,236.9216666666665,0.1,10,0.9004075106727889,0.026118932580048066
5,2,gini,252.1320000000002,0.1,1,0.5,0.0
5,2,gini,252.1320000000002,0.1,2,0.5409552867719156,0.07279623462372717
5,2,gini,252.1320000000002,0.1,3,0.6976544958571758,0.06436768314561438
5,2,gini,252.1320000000002,0.1,4,0.7979648373140552,0.031186296628295983
5,2,gini,252.1320000000002,0.1,5,0.7772115900374938,0.045088281826706794
5,2,gini,252.1320000000002,0.1,6,0.7716645120589044,0.04896200639803612
5,2,gini,252.1320000000002,0.1,7,0.7436764472788822,0.04024535836058599
5,2,gini,252.1320000000002,0.1,8,0.7282288074643263,0.04867604343846421
5,2,gini,252.1320000000002,0.1,9,0.6906577561435954,0.06103299178133099
5,2,gini,252.1320000000002,0.1,10,0.6925218144527602,0.04735918879244585
5,2,gini,259.4679999999999,0.1,1,0.5,0.0
5,2,gini,259.4679999999999,0.1,2,0.5,0.0
5,2,gini,259.4679999999999,0.1,3,0.6332423151306591,0.13744741017737389
5,2,gini,259.4679999999999,0.1,4,0.8433354127886463,0.12972140048914735
5,2,gini,259.4679999999999,0.1,5,0.8588911938152931,0.08297069551387946
5,2,gini,259.4679999999999,0.1,6,0.7949696720720231,0.11128623848340169
5,2,gini,259.4679999999999,0.1,7,0.7716230529952415,0.10309470917052549
5,2,gini,259.4679999999999,0.1,8,0.7371032558794959,0.09296453893606113
5,2,gini,259.4679999999999,0.1,9,0.7409630146643862,0.09558509820282937
5,2,gini,259.4679999999999,0.1,10,0.7397132225939321,0.11688228617645342
5,2,gini,214.01266666666692,0.2,1,0.5,0.0
5,2,gini,214.01266666666692,0.2,2,0.5362636309081316,0.11161743967587166
5,2,gini,214.01266666666692,0.2,3,0.646973960492578,0.13671075221017276
5,2,gini,214.01266666666692,0.2,4,0.8828291273519312,0.0761026745902397
5,2,gini,214.01266666666692,0.2,5,0.8941095721491561,0.03131102162948189
5,2,gini,214.01266666666692,0.2,6,0.890163438209601,0.04839455846377224
5,2,gini,214.01266666666692,0.2,7,0.8882144504203424,0.03230632721907737
5,2,gini,214.01266666666692,0.2,8,0.8855003515450027,0.01960566464911688
5,2,gini,214.01266666666692,0.2,9,0.8923869154695879,0.02674016360841609
5,2,gini,214.01266666666692,0.2,10,0.8990615378188819,0.01957994368018542
5,2,gini,219.63266666666698,0.2,1,0.5,0.0
5,2,gini,219.63266666666698,0.2,2,0.7415949026747544,0.10435450651294252
5,2,gini,219.63266666666698,0.2,3,0.7580614621812601,0.08834103905050994
5,2,gini,219.63266666666698,0.2,4,0.9553030725000571,0.00485842639853348
5,2,gini,219.63266666666698,0.2,5,0.9556001488683696,0.008829216149970474
5,2,gini,219.63266666666698,0.2,6,0.9546851345345985,0.008099209655521522
5,2,gini,219.63266666666698,0.2,7,0.958478062622629,0.008392353622161812
5,2,gini,219.63266666666698,0.2,8,0.9564796990919092,0.009865437083625155
