mean,std,max_depth,min_samples_split,criterion,threshold,training_size,n_options
0.9011482367911869,0.02789046377556114,5,2,mse,214.01266666666692,0.1,10
0.9374707656693589,0.030672457942504467,5,2,mse,219.63266666666698,0.1,10
0.9219312298639988,0.023004036741791828,5,2,mse,236.9216666666665,0.1,10
0.7413222138853379,0.04847023271478044,5,2,mse,252.1320000000002,0.1,10
0.7248853565127857,0.11325719350127965,5,2,mse,259.4679999999999,0.1,10
0.894263931936616,0.019754929776735868,5,2,mse,214.01266666666692,0.2,10
0.9317792945784518,0.03755458661944995,5,2,mse,219.63266666666698,0.2,10
0.9352967397264216,0.012405121696902078,5,2,mse,236.9216666666665,0.2,10
0.773350970605083,0.0491905242018152,5,2,mse,252.1320000000002,0.2,10
0.7478899733994128,0.13630798292623217,5,2,mse,259.4679999999999,0.2,10
0.8946951179043351,0.01760573113262573,5,2,mse,214.01266666666692,0.5,10
0.9288503430078444,0.03686063324800096,5,2,mse,219.63266666666698,0.5,10
0.9364540863038879,0.009043886474538253,5,2,mse,236.9216666666665,0.5,10
0.7779885930245144,0.02946486312121723,5,2,mse,252.1320000000002,0.5,10
0.7215556405749176,0.1402374028351712,5,2,mse,259.4679999999999,0.5,10
0.89704269741675,0.03461433721060253,5,2,mse,214.01266666666692,0.7,10
0.9533304723383488,0.015804020931650776,5,2,mse,219.63266666666698,0.7,10
0.9393602615787803,0.013248896902753297,5,2,mse,236.9216666666665,0.7,10
0.7779024400288519,0.02976229372101017,5,2,mse,252.1320000000002,0.7,10
0.7920716700414634,0.12835546314065405,5,2,mse,259.4679999999999,0.7,10
0.8857684773851966,0.03935170575954408,5,2,friedman_mse,214.01266666666692,0.1,10
0.9325014100255651,0.049294605783373246,5,2,friedman_mse,219.63266666666698,0.1,10
0.9170089091517133,0.0259913557606126,5,2,friedman_mse,236.9216666666665,0.1,10
0.7409176718202239,0.041392465229795464,5,2,friedman_mse,252.1320000000002,0.1,10
0.7582882112773478,0.10655710121918772,5,2,friedman_mse,259.4679999999999,0.1,10
0.8960941212885973,0.03382991181479583,5,2,friedman_mse,214.01266666666692,0.2,10
0.9409550335434413,0.030788129466886655,5,2,friedman_mse,219.63266666666698,0.2,10
0.9328706031915471,0.010776013680283547,5,2,friedman_mse,236.9216666666665,0.2,10
0.7821392865297577,0.032701684025230084,5,2,friedman_mse,252.1320000000002,0.2,10
0.7542703427827184,0.11414752395360798,5,2,friedman_mse,259.4679999999999,0.2,10
0.8993274820815952,0.02399849554193801,5,2,friedman_mse,214.01266666666692,0.5,10
0.946791388191277,0.026644313531462963,5,2,friedman_mse,219.63266666666698,0.5,10
0.9402736581559787,0.01000543054558871,5,2,friedman_mse,236.9216666666665,0.5,10
0.7892615907739633,0.02495836486772876,5,2,friedman_mse,252.1320000000002,0.5,10
