mean,std,max_depth,min_samples_split,criterion,threshold,training_size
0.5,0.0,5,2,mse,214.01266666666692,0.1
0.5,0.0,5,2,mse,219.63266666666698,0.1
0.739806131775907,0.005110615635378721,5,2,mse,236.9216666666665,0.1
0.5,0.0,5,2,mse,252.1320000000002,0.1
0.5,0.0,5,2,mse,259.4679999999999,0.1
0.5380193138538039,0.11707305859722038,5,2,mse,214.01266666666692,0.1
0.7436740362974315,0.1052161541429043,5,2,mse,219.63266666666698,0.1
0.7424400045212723,0.01646407081555454,5,2,mse,236.9216666666665,0.1
0.5494096126687561,0.07744802162816801,5,2,mse,252.1320000000002,0.1
0.5,0.0,5,2,mse,259.4679999999999,0.1
0.6909911443346098,0.12853272343809583,5,2,mse,214.01266666666692,0.1
0.7025085673141241,0.054755888727787486,5,2,mse,219.63266666666698,0.1
0.8640239551007995,0.0042922619957382405,5,2,mse,236.9216666666665,0.1
0.7466524385615116,0.052234025804683185,5,2,mse,252.1320000000002,0.1
0.5308380609340413,0.07592226177737517,5,2,mse,259.4679999999999,0.1
0.8995983457937312,0.07009874968351221,5,2,mse,214.01266666666692,0.1
0.9442792500260863,0.032347298696777764,5,2,mse,219.63266666666698,0.1
0.9242860351507733,0.016663252886220566,5,2,mse,236.9216666666665,0.1
0.7844761259589637,0.022951539635253277,5,2,mse,252.1320000000002,0.1
0.8423277833634657,0.09837919646365947,5,2,mse,259.4679999999999,0.1
0.8820297483338839,0.06225363728081251,5,2,mse,214.01266666666692,0.1
0.9335692002821345,0.0358040357192443,5,2,mse,219.63266666666698,0.1
0.9279934548482658,0.02258175557565587,5,2,mse,236.9216666666665,0.1
0.7958353604405681,0.030663769264079842,5,2,mse,252.1320000000002,0.1
0.8811949475376745,0.06329419353561648,5,2,mse,259.4679999999999,0.1
0.8996325237922147,0.04536900542661362,5,2,mse,214.01266666666692,0.1
0.9388185652260166,0.03317160636321385,5,2,mse,219.63266666666698,0.1
0.9378046153744712,0.011400075905947995,5,2,mse,236.9216666666665,0.1
0.7905695324050728,0.027670538946063326,5,2,mse,252.1320000000002,0.1
0.8179111599565179,0.07816497364885935,5,2,mse,259.4679999999999,0.1
0.8734329770522177,0.04337071922765443,5,2,mse,214.01266666666692,0.1
0.9473133709065544,0.02542945301628252,5,2,mse,219.63266666666698,0.1
0.9304572895969125,0.017037717691771558,5,2,mse,236.9216666666665,0.1
0.7761064576336826,0.049016515296663336,5,2,mse,252.1320000000002,0.1
0.7843726239306656,0.10878948440740976,5,2,mse,259.4679999999999,0.1
0.9101892714494078,0.03808212728509802,5,2,mse,214.01266666666692,0.1
0.9457143756346518,0.03285110791192629,5,2,mse,219.63266666666698,0.1
0.9280324120282504,0.013982679281884151,5,2,mse,236.9216666666665,0.1
0.7677735898524309,0.0532531813310897,5,2,mse,252.1320000000002,0.1
0.7604302620685244,0.11315141636432245,5,2,mse,259.4679999999999,0.1
0.898656353392566,0.032397047839758816,5,2,mse,214.01266666666692,0.1
0.9397811461532986,0.031154868555449994,5,2,mse,219.63266666666698,0.1
0.929844729159648,0.019005667312803485,5,2,mse,236.9216666666665,0.1
0.76520104021081,0.04874760232742054,5,2,mse,252.1320000000002,0.1
0.7750335650988307,0.10506434050490517,5,2,mse,259.4679999999999,0.1
0.8782949849656774,0.054757618023481086,5,2,mse,214.01266666666692,0.1
